@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_5 numeric
@attribute PROB_Z_GT_4 numeric
@attribute PROB_Z_GT_3 numeric
@attribute PROB_Z_GT_2 numeric
@attribute PROB_Z_GT_1 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@data
3,-1.6129,?,?,?,3.213e-05,2.1317,84.9,?,?,11.48,332,1.024,0.0414583,0.121287,0.28945,0.554073,0.892863,'yes','yes',0.839190308237448,0.704216592479497,0.988751465687528,0.224315489176661,0.579371931962669,0.295129894977435,0.227548575028777,0.899674474261701,0.226374753983691,0.773313835728914,0.0746581766288728,0.343817606335506,0.0255960763897747,0.354222674155608,0.540309530915692,0.062638517236337,0.681617857189849,0.779953759396449,0.311977708945051,0.0244275552686304
1.489,-1.5457,?,?,?,?,1.9074,80.6,?,?,10.8,295,1.024,0.031608,0.0942382,0.233542,0.481025,0.868386,'yes','yes',0.9171118051745,0.36708651157096,0.0824766545556486,0.791039792820811,0.268850432010368,0.438446000451222,0.250740022631362,0.538186165969819,0.204398634377867,0.0523444458376616,0.497638212051243,0.530032907845452,0.178114770445973,0.53994754794985,0.966170343803242,0.876085018506274,0.488943078089505,0.955342146568,0.496485593030229,0.800492303445935
2.625,-0.8031,?,?,?,8.603e-06,2.1515,17.7,?,?,8.87,1732,64,0.0873378,0.200246,0.391191,0.637879,0.919204,'no','yes',0.077079443493858,0.989519325317815,0.648627582937479,0.994940334232524,0.891922540962696,0.734699367778376,0.245025055715814,0.932803984265774,0.236622990574688,0.12622761586681,0.92216035630554,0.131440027849749,0.99043527757749,0.131529436213896,0.702277828007936,0.202702353708446,0.97641911264509,0.539046999299899,0.840000812895596,0.793355514993891
4.41,-1.008,?,?,?,?,2.0258,18,?,?,9.99,269,1.024,0.0507686,0.140174,0.313458,0.56318,0.881425,'yes','yes',0.411147980950773,0.083971296204254,0.707819509785622,0.864691148512065,0.536134870024398,0.398556442931294,0.685353370616212,0.19769875286147,0.408086929935962,0.663754874141887,0.131579350447282,0.241799453273416,0.199559979839250,0.404622288653627,0.93639257340692,0.335173893952742,0.434688972076401,0.0991730578243732,0.881486714351922,0.00656846002675593
2.737,-1.6963,?,?,?,?,2.0244,11.8,?,?,?,?,?,0.0437606,0.122711,0.281635,0.524851,0.863359,?,'yes',0.108412143075839,0.744776379782706,0.0853773881681263,0.543517604470253,0.244109394727275,0.458966694073752,0.329329045023769,0.122410872019827,0.710892044939101,0.620671330718324,0.718489551451057,0.210359594086185,0.733496040804312,0.865503762615845,0.9974943283014,0.511083894176409,0.55056020244956,0.82251477940008,0.286018107552081,0.83598898886703
6.7,-0.4048,?,?,?,?,1.7619,16.7,?,?,9.39,200,1.024,0.0301146,0.0952019,0.240543,0.485038,0.848387,'yes','no',0.305772238876671,0.897124712588266,0.995235682465136,0.377028544899076,0.0645001449156553,0.446960758417845,0.41919996519573,0.312200244748965,0.92146110185422,0.771766922902316,0.873089832952246,0.435781524982303,0.177920009940863,0.160628622863442,0.296197095885873,0.348914471454918,0.592750410782173,0.387931352015585,0.872470280854031,0.410304345190525
1.8,-0.9885,?,?,?,2.37e-05,2.1617,30.1,?,?,8.22,161,0.512,0.0394281,0.116582,0.275957,0.522345,0.863079,'yes','yes',0.905149455880746,0.0930497411172837,0.176527749281377,0.145437359344214,0.0938298776745796,0.560264177853242,0.738978539593518,0.718611727003008,0.384093132102862,0.0896010403521359,0.642104366095737,0.332815534900874,0.938781891949475,0.371891948394477,0.377585943089798,0.937663786811754,0.675925748422742,0.591202302603051,0.527376422658563,0.149078475078568
3.425,-0.6565,?,?,?,?,2.0564,20.1,?,?,8.58,380,4.096,0.0834876,0.201207,0.404501,0.662262,0.928009,'yes','yes',0.0768635515123606,0.770885496167466,0.0316221762914211,0.462730139261112,0.796933337114751,0.451467116130516,0.401868205517530,0.733404176542535,0.35829437430948,0.144323224201798,0.628158828243613,0.486888880142942,0.248831047676504,0.337449050974101,0.0565606609452516,0.817175799282268,0.977383552119136,0.526861612917855,0.736843252088875,0.903513302793726
2.4266,?,-2.3527,?,?,4.512e-05,2.0252,27.5,?,?,7.4,215,1.024,0.0312289,0.0703095,0.139165,0.244735,0.491676,'yes','yes',0.939590309280902,0.47329396288842,0.227111572166905,0.842554152943194,0.715832097223029,0.09432581695728,0.621877207653597,0.0420706789009273,0.788786358432844,0.0467263213358819,0.866809820057824,0.616745449369773,0.0861331021878868,0.882511757314205,0.780670002335683,0.838344707386568,0.20479340152815,0.0170804215595126,0.432225137716159,0.631324225105345
0.383,-1.1211,?,?,?,?,?,13.8,?,?,8.54,201,1.024,0.00998372,0.0386268,0.119705,0.307513,0.73048,'yes','yes',0.676249858224764,0.631624377332628,0.67100050766021,0.0368637812789530,0.656118180369958,0.750171982450411,0.587876548059285,0.632222489453852,0.811208630213514,0.909420213662088,0.839145025471225,0.541083958465606,0.36747980886139,0.338179613463581,0.107081136200577,0.638348392443731,0.862521320115775,0.395224235020578,0.120805399725214,0.210044408682734
0.617,-1.5818,?,?,?,?,?,24.9,?,?,14.22,1928,64,0.0742569,0.189871,0.398865,0.668414,0.936355,'no','no',0.0656811553053558,0.110599572770298,0.414238317869604,0.881990431109443,0.136434084735811,0.535959265194833,0.89333748514764,0.544502259697765,0.892119963187724,0.552850718842819,0.897086998913437,0.645910213934258,0.880132072838023,0.864934810437262,0.259043992497027,0.189400296192616,0.658206024207175,0.644380115671083,0.364054284757003,0.678062100894749
2.198,-0.992,?,?,?,3.18e-05,2.1811,60,?,?,22.78,1485,1.024,0.0169214,0.0602667,0.171777,0.396044,0.800639,'yes','yes',0.299657686147839,0.0101534593850374,0.537582441465929,0.755558375734836,0.746130927465856,0.149883426725864,0.913416395895183,0.314993292326108,0.845347247784957,0.500319523736835,0.829887916333973,0.98451980855316,0.358825773000717,0.606068570632488,0.78853797679767,0.505804712418467,0.63605627627112,0.208690885454416,0.37644512206316,0.216527268057689
1.23,-1.7095,?,?,?,?,1.7887,17.2,?,?,9.84,288,1.024,0.050505,0.139003,0.311746,0.56275,0.882884,'yes','yes',0.634021218167618,0.790537745226175,0.522761832457036,0.597405056003481,0.758255006512627,0.217501427978277,0.64294008933939,0.307271587196738,0.879354145145044,0.402969624614343,0.422582088969648,0.843288905918598,0.457474620314315,0.25713704735972,0.316626336891204,0.958831193391234,0.308617824688554,0.738670028978959,0.996245443820953,0.812056845519692
1.261,-0.957,?,?,?,2.269e-05,2.122,330.4,?,?,15.62,384,1.024,0.0078299,0.0309487,0.100876,0.28623,0.749788,'yes','yes',0.557097808923572,0.669388653710485,0.405916895484552,0.524828109424561,0.53424499486573,0.30052695563063,0.614518638234586,0.231583717744797,0.0835863158572465,0.970240773167461,0.054154951358214,0.219336967216805,0.246135202934965,0.634948475519195,0.82225688174367,0.435002381680533,0.560156943276525,0.531573074636981,0.0113509485963732,0.244175067404285
2.374,-1.6678,?,?,?,5.422e-05,1.8992,22.8,?,?,8.01,259,2.048,0.0782047,0.197561,0.406194,0.665058,0.926947,'yes','yes',0.100358146242797,0.932717236690223,0.627853058977053,0.454628190025687,0.485429769614711,0.596167211653665,0.409564892528579,0.855457175755873,0.0139056227635592,0.976249529514462,0.437199474312365,0.291371272411197,0.163664669031277,0.216727203689516,0.48015634319745,0.502320364816114,0.673878996865824,0.714554287027568,0.58814360992983,0.649402807699516
2.692,?,-2.268,?,?,?,1.9224,15.9,?,?,9.48,455,4.096,0.0691755,0.151807,0.289081,0.474151,0.769392,'yes','yes',0.526985606411472,0.436783616198227,0.0630945956800133,0.315077592153102,0.266683703288436,0.597932620672509,0.152141073020175,0.522737303283066,0.549188972450793,0.0909186052158475,0.409350335132331,0.252350407186896,0.115613223984838,0.55075303488411,0.891648118849844,0.442194875795394,0.286541947396472,0.597996282856911,0.0936480991076678,0.555051608942449
3.3,-1.7938,?,?,?,?,1.9826,37.5,?,?,8.2,231,1.024,0.0383448,0.110285,0.260638,0.503353,0.855128,'yes','no',0.201950964517891,0.600535190897062,0.818393764551729,0.588083995040506,0.899348920211196,0.227335715200752,0.835017459467053,0.410546114901081,0.91921209054999,0.751187477027997,0.686733723152429,0.173068695701659,0.153215646510944,0.571555317146704,0.802296078531072,0.382180795772001,0.579400436254218,0.960236039711162,0.879251233069226,0.273817085893825
0.703,-0.9957,?,?,?,3.161e-05,2.1399,34.2,?,?,8.68,162,0.512,0.0520701,0.143441,0.321967,0.581015,0.896823,'yes','yes',0.311390274669975,0.60841938527301,0.787456434452906,0.163962032878771,0.14134302129969,0.0732074868865311,0.497955877101049,0.210011590039358,0.0316704590804875,0.375628036446869,0.359919430688024,0.0903564265463501,0.591759524308145,0.690847125137225,0.202279957477003,0.300439055543393,0.138120397226885,0.784956879215315,0.942814785754308,0.537857693620026
2.69,-1.2209,?,?,?,?,2.2763,70,?,?,10.63,213,0.512,0.031416,0.0854879,0.198377,0.404829,0.82335,'yes','yes',0.679309703642502,0.987101658480242,0.862413438037038,0.830789310391992,0.47302900091745,0.0114545987453312,0.477715924149379,0.9070572280325,0.754216605098918,0.327707236167043,0.900838829576969,0.333066481165588,0.67442516470328,0.524812839226797,0.741446581669152,0.361282165860757,0.794679913669825,0.776334453374147,0.890575342113152,0.292476517613977
6.29,-1.1718,?,?,?,0.0001329,1.8576,38.4,?,?,13.26,2820,64,0.0528696,0.148584,0.335609,0.599798,0.90722,'no','no',0.635748458560556,0.755813605617732,0.351390322670341,0.528767097275704,0.856414184439927,0.397370080230758,0.543258648365736,0.0998392351903021,0.286869477713481,0.608495886670426,0.412078055553138,0.184234756743535,0.281208058586344,0.500241013942286,0.734693833393976,0.78027302515693,0.377036953344941,0.433935375651345,0.497319479007274,0.363906127167866
3.35,-1.7132,?,?,?,?,2.905,12.5,?,?,9.29,311,2.048,0.0585889,0.155611,0.337048,0.587704,0.892169,'yes','yes',0.416601216420531,0.870248041348532,0.951865066075698,0.95290937810205,0.243039965163916,0.200807466171682,0.848006936255842,0.65868104621768,0.608909415081143,0.245016670785844,0.509194682817906,0.889545743353665,0.6946822386235,0.970361795974895,0.980936534237117,0.891824952093884,0.720686978893355,0.0966170937754214,0.819047125754878,0.666481024120003
1.1,-1.1896,?,?,?,9.997e-05,2.0197,64.4,?,?,23,1450,1.024,0.00551507,0.0172518,0.0463625,0.115916,0.412009,'yes','yes',0.153058714699,0.232897252775729,0.188351768767461,0.704597130184993,0.0272721671499312,0.018098360626027,0.645814076066017,0.768782936735079,0.437921955715865,0.99596056714654,0.294664184330031,0.577629711013287,0.688401509076357,0.261244423687458,0.406391092110425,0.304357003653422,0.693906556814909,0.715312169864774,0.64865419617854,0.521479752846062
2.433,-1.56,?,?,?,?,2.1677,74.8,?,?,9.06,209,0.512,0.0304007,0.0953979,0.24335,0.499351,0.866384,'yes','yes',0.678534333361313,0.914322277298197,0.0862609040923417,0.230165365850553,0.100140065420419,0.897387652657926,0.986753816483542,0.973571367794648,0.8535645857919,0.0413543547037989,0.252758543472737,0.689081660937518,0.604569321265444,0.778287513880059,0.616942435503006,0.568861623061821,0.614121830323711,0.833617936586961,0.085674645844847,0.644190631108359
0.606,-0.83,?,?,?,1.402e-05,1.9805,339.9,?,?,18,?,0.064,0.00412665,0.0123453,0.0313572,0.0724646,0.223949,'yes','yes',0.618961689760908,0.842801146907732,0.0493362650740892,0.899445249000564,0.688201249111444,0.769523442955688,0.0075979030225426,0.129792364314198,0.197612849064171,0.824780886759982,0.741698946338147,0.283489907626063,0.156344514107332,0.102583513129503,0.898039812454954,0.0181266933213919,0.559612068580464,0.748099626041949,0.649663243209943,0.532850711839274
0.4428,-0.4666,?,?,?,8.364e-06,2.7283,8.1,?,?,9.39,437,4.096,0.0187787,0.052543,0.128091,0.282175,0.690975,'yes','yes',0.352334867231548,0.124025691766292,0.933261302299798,0.206792532466352,0.504656186793000,0.888076854869723,0.70939580630511,0.961369060445577,0.366930086631328,0.818623846163973,0.459096959326416,0.609001928241923,0.119223422138020,0.177609302802011,0.44404333923012,0.0275312908925116,0.851944915018976,0.561485038138926,0.119586321758106,0.922545695444569
1.545,?,-3.3547,?,?,?,2.2331,8.3,?,?,?,?,?,0.00643553,0.0201623,0.0549656,0.139633,0.451003,?,'yes',0.413946460699663,0.605730799492449,0.0248986808583140,0.56497242138721,0.982503212988377,0.607008295599371,0.0975002439226955,0.607651800848544,0.929911039536819,0.650070526171476,0.406647535040975,0.565324725350365,0.452227192232385,0.932833663653582,0.172354423440993,0.198177635669708,0.8108344594948,0.805544355884194,0.344656062778085,0.781716173049062
0.783,-1.7367,?,?,?,0.0001085,2.7826,15.1,?,?,7,1260,64,0.130697,0.290466,0.529428,0.770998,0.960069,'no','no',0.472185855498537,0.0395653129089624,0.86641236487776,0.683017259696499,0.101004691328853,0.925941778346896,0.447485637851059,0.829020933015272,0.457783758407459,0.667585663497448,0.348462417721748,0.334102037129924,0.83951799175702,0.630385051714256,0.452132510719821,0.269107224652544,0.224076418438926,0.972265393706039,0.987047726288438,0.946893515996635
4.045,-1.1843,?,?,?,5.761e-06,1.8758,45.1,?,?,10.17,199,0.512,0.0395367,0.11637,0.275864,0.524496,0.865239,'yes','yes',0.262663742527366,0.758098446764052,0.352141055045649,0.400870195124298,0.386424327502027,0.179093129700050,0.321874318178743,0.508535890141502,0.551344690611586,0.257874340983108,0.660446410998702,0.133233150001615,0.480952293612063,0.421026410069317,0.49522290751338,0.593121091136709,0.70419337041676,0.946373417042196,0.279217439703643,0.558570791734383
0.947,-1.4663,?,?,?,?,2.0516,136.3,?,?,0,0,0,0.0127163,0.0341254,0.0794585,0.167269,0.450923,'yes','no',0.876275859773159,0.50182993710041,0.0608470630832016,0.415408097207546,0.523549886187539,0.870056946529076,0.356514990562573,0.227122206939384,0.391747472807765,0.496364876627922,0.588221220066771,0.0173302325420082,0.872472818009555,0.414656396023929,0.931165866320953,0.904678870458156,0.134283121442422,0.521781786112115,0.263385284692049,0.271265907678753
3.221,-1.8763,?,?,?,1.082e-05,1.9953,23.5,?,?,9.05,179,0.512,0.0723053,0.181242,0.374104,0.623967,0.904462,'yes','yes',0.83333275699988,0.531727942405269,0.726429945090786,0.130115657579154,0.382136703003198,0.862069589551538,0.738587654894218,0.856044989312068,0.514872824307531,0.245390709489584,0.90088539943099,0.489934383193031,0.0279758637771010,0.666538865305483,0.280179538764060,0.504223174415529,0.955856799846515,0.659778527682647,0.756561334943399,0.602560046361759
2.6147,-1.1652,?,?,?,9.562e-05,1.9662,41.4,?,?,8.38,234,1.024,0.0278307,0.0893744,0.229896,0.474497,0.848095,'yes','yes',0.893015900626779,0.0752801198977977,0.166634320281446,0.571207577828318,0.781877321656793,0.660924684721977,0.351375710451975,0.287799136713147,0.726923221256584,0.377166185760871,0.460247040959075,0.564906081883237,0.803332034731284,0.0120922436472028,0.159139262977988,0.699254955397919,0.81874607806094,0.400756565388292,0.431430405704305,0.541237212251872
5.11,-0.6852,?,?,?,?,2.0031,16.5,?,?,13.36,3110,64,0.094213,0.227997,0.448658,0.70236,0.938841,'no','yes',0.128655809909105,0.96559727867134,0.630557649070397,0.268542619189247,0.5138171359431,0.662983906920999,0.00632079900242388,0.141755024204031,0.632320654578507,0.0482340198941529,0.104977115290239,0.738169255666435,0.600638186559081,0.673699097009376,0.506504838122055,0.799423467600718,0.0681576677598059,0.40384766459465,0.0759704322554171,0.262045339681208
5.6,-0.82,?,?,?,?,1.959,43.1,?,?,12.06,220,0.256,0.0443978,0.124197,0.286572,0.540613,0.878453,'yes','no',0.598295638104901,0.627945970045403,0.229724790668115,0.114262587623671,0.878154255915433,0.723956638248637,0.57449961733073,0.692009262274951,0.305473509244621,0.472041867673397,0.142667111707851,0.268850821303204,0.67594727082178,0.911894475109875,0.379786018049344,0.362992210779339,0.191821843385696,0.827457553707063,0.326278044143692,0.441065528430045
3.2,?,-2.482,?,?,?,2.2036,17,?,?,11.6,371,1.024,0.0104053,0.0298625,0.0751342,0.175466,0.527443,'yes','no',0.875570892123505,0.240565699525177,0.863147131865844,0.278879133053124,0.0055899394210428,0.803068216191605,0.660007889848202,0.63309037592262,0.348272135714069,0.286381020909175,0.383843231480569,0.101080690277740,0.375853572273627,0.47460832586512,0.69685619045049,0.993209723383188,0.621777396416292,0.773559187306091,0.644218538887799,0.102818497689441
2.346,?,-2,?,?,6.881e-05,2.0518,14.1,?,?,11.47,264,2.048,0.0261758,0.0845535,0.219099,0.456582,0.831836,'yes','yes',0.321415112353861,0.482521890895441,0.68396201916039,0.338851307984442,0.278968648752198,0.64232482900843,0.551428825827315,0.217079011490569,0.446221755584702,0.0493142867926508,0.563579171895981,0.445223327493295,0.948516126722097,0.602789677213877,0.462655456271023,0.969753363868222,0.381305611226708,0.0294827958568931,0.846167122479528,0.441578588215634
0.08,-0.2721,?,?,?,?,1.981,7.3,?,?,9.84,527,4.096,0.0488818,0.133826,0.299815,0.544481,0.871055,'yes','no',0.251607345417142,0.67719569336623,0.157008780399337,0.93764954409562,0.835976940579712,0.417978171724826,0.337817370658740,0.480642600683495,0.917455539805815,0.456680121831596,0.0992410422768444,0.298728481400758,0.244415038730949,0.599460979457945,0.0209445285145193,0.149137870175764,0.481543732341379,0.377423040801659,0.356202509719878,0.335575348464772
2.4996,-1.3456,?,?,?,?,1.8739,13.5,?,?,6.76,419,12.16,0.0598992,0.162741,0.357331,0.621059,0.913419,'yes','yes',0.501358203589916,0.0564396239351481,0.19589226343669,0.811445871833712,0.308894407935441,0.111412728205323,0.239495082292706,0.665570756420493,0.171534222085029,0.94064015406184,0.565041631227359,0.238013926427811,0.358069208916277,0.625047085806727,0.530978510854766,0.511194196296856,0.00662165973335505,0.942027479875833,0.57315675006248,0.726874959422275
4.349,-1.219,?,?,?,?,2.1199,11.6,?,?,7.51,1323,64,0.0471053,0.134745,0.310668,0.569208,0.890869,'no','no',0.00333999749273062,0.0464863276574761,0.789964099880308,0.780251565622166,0.293385266559198,0.296728978399187,0.290499554714188,0.550953404046595,0.935436026891693,0.751035279361531,0.90918164467439,0.290216184454039,0.113285230007023,0.906422140542418,0.56563922134228,0.752456637099385,0.963825241429731,0.267401752760634,0.8519549833145,0.95614275452681
0.83,?,-2.9137,?,?,3.287e-05,2.1616,9.4,?,?,8.76,2020,64,0.0237294,0.0592313,0.129439,0.253609,0.574142,'no','yes',0.0146154176909477,0.896556159947067,0.723092442611232,0.085410411702469,0.159506652737036,0.24516843422316,0.509167231153697,0.74142152746208,0.663532878505066,0.551997703034431,0.884486928349361,0.197604215005413,0.167473314795643,0.318194640101865,0.214918978745118,0.867587646935135,0.823973009362817,0.0393626682925969,0.483354592695832,0.002215989632532
0.297,-1.2156,?,?,?,?,1.9336,12.5,?,?,8.16,533,8.192,0.0331857,0.101888,0.251927,0.499141,0.856894,'yes','no',0.210245511727408,0.527022454654798,0.316608058055863,0.55543188075535,0.344724085181952,0.725267263129354,0.94482678733766,0.861538556637242,0.427660939982161,0.530717211775482,0.843891888158396,0.100006291409954,0.66764769772999,0.096244536107406,0.100616122130305,0.988190131261945,0.398677663877606,0.536587119335309,0.803744222735986,0.705718563636765
1.605,-1.3081,?,?,?,5.896e-05,1.9889,79.7,?,?,?,?,?,0.0243593,0.0806349,0.214599,0.459857,0.844664,?,'no',0.956016532611102,0.8808065764606,0.23056974937208,0.841902162879705,0.967253057053313,0.875157001893967,0.542163912206888,0.812872502254322,0.154723965795711,0.483902043895796,0.88842196110636,0.792702170321718,0.584573745494708,0.0241044764406979,0.927888549398631,0.445397639181465,0.744549420662224,0.735733231995255,0.569658754626289,0.969308263156563
1.14,-1.5712,?,?,?,0.001393,1.7782,10,?,?,7.13,1485,64,0.0826153,0.204159,0.412969,0.668448,0.927254,'no','yes',0.114664773223922,0.153256919467822,0.51491117104888,0.625598542857915,0.957538280403242,0.79186942242086,0.0136638989206403,0.519121336052194,0.138520732056350,0.0140800173394382,0.423780938843265,0.169615337392315,0.0296566318720579,0.296609536278993,0.421820259653032,0.941681457916275,0.496291014365852,0.847167880507186,0.103130798554048,0.205963933840394
0.49,?,-2.1326,?,?,4.086e-05,1.8144,50.7,?,?,17.95,660,1.024,0.0016872,0.00487404,0.0123024,0.0289463,0.0956591,'yes','yes',0.196204461390153,0.445102142868564,0.797897702315822,0.773132301634178,0.0352448895573616,0.76275852532126,0.857288357801735,0.384788474533707,0.704766455804929,0.539832455804572,0.851443038787693,0.530751466518268,0.188171437708661,0.0702791772782803,0.372154796728864,0.293034978210926,0.133964933454990,0.871388843748719,0.946021414361894,0.264357053209096
1.24,-0.464,?,?,?,?,1.6634,63.3,?,?,6.74,156,1.024,0.0429143,0.107049,0.227072,0.420936,0.822166,'yes','no',0.438267542747781,0.390231955097988,0.189029484754428,0.849305019248277,0.450825922656804,0.934854059712961,0.881154983537272,0.315394141711295,0.715865119360387,0.0991541461553425,0.172532095806673,0.973319538403302,0.55167616228573,0.460251302924007,0.170396055327728,0.960463979048654,0.300196667667478,0.638089025625959,0.422515867743641,0.975127142621204
1.29,-1.2931,?,?,?,?,2.2108,16.2,?,?,?,?,?,0.0451748,0.130951,0.305197,0.564158,0.889024,?,'no',0.204724217066541,0.982806442305446,0.0251461039297283,0.613598541822284,0.396543184528127,0.841108546825126,0.0249855548609048,0.237336867954582,0.565845377510414,0.881150628207251,0.637698876205832,0.562178429914638,0.731537619139999,0.936121911741793,0.993458229815587,0.0779259661212564,0.932503156596795,0.672705414704978,0.785740680294111,0.813520248280838
2.58,?,-2.1383,?,?,?,?,19.8,?,?,?,?,?,0.0662657,0.153556,0.308127,0.533669,0.871818,?,'no',0.546792104141787,0.673346911557019,0.401156076928601,0.984158236533403,0.733168846694753,0.687440177891403,0.442894684849307,0.22544888057746,0.707404739689082,0.262837254442275,0.344326235121116,0.169678288744763,0.251804996281862,0.440309314290062,0.141801912570372,0.516209837049246,0.134594964794815,0.626755234319717,0.526374896522611,0.235931426752359
1.03,-1.6781,?,?,?,0.0001608,1.9873,379.3,?,?,8.14,77,0.064,0.00412959,0.0161621,0.0535725,0.16569,0.604508,'yes','yes',0.92445303266868,0.330286976182833,0.100588056491688,0.200779916718602,0.49617087515071,0.236562563572079,0.108661140315235,0.862987265689299,0.418175573926419,0.945294138975441,0.909214204642922,0.295512880897149,0.287643092218786,0.262114164419472,0.195435057161376,0.377736990107223,0.981995654059574,0.798153559677303,0.846024053636938,0.706320261582732
2.45,-1.8196,?,?,?,?,1.9658,7.3,?,?,7.15,1465,64,0.0613414,0.159326,0.340478,0.589463,0.892164,'no','no',0.531818221788853,0.317065274342895,0.562478655949235,0.656379006570205,0.139287648722529,0.52143376856111,0.946124688722193,0.84308232087642,0.211924518691376,0.784862704342231,0.695412097498775,0.968159132404253,0.481860531726852,0.802353735780343,0.893831014633179,0.188483012607321,0.723840163322166,0.333445810014382,0.61298267217353,0.270503063919023
0.971,-1.6883,?,?,?,6.29e-05,2.0584,83.3,?,?,11.47,200,0.256,0.00319589,0.00934695,0.0240011,0.0577862,0.198839,'yes','yes',0.648875741986558,0.94212836585939,0.972854448482394,0.525420077843592,0.37871876033023,0.888521889224648,0.102834790479392,0.408750958507881,0.340810549678281,0.275638912571594,0.951661842642352,0.543530587572604,0.684921344043687,0.344567387597635,0.753451130818576,0.80349987372756,0.410977307008579,0.683733036043122,0.699486770201474,0.77056134887971
3.24,-1.9988,?,?,?,0.0001249,1.9995,18.2,?,?,10,?,1.024,0.0606613,0.147537,0.306044,0.537993,0.872718,'yes','yes',0.143687840783969,0.1941663029138,0.703880756627768,0.257755154976621,0.0284548583440483,0.449790188344195,0.0625151803251356,0.750541969900951,0.688299257308245,0.054506653919816,0.805832549463958,0.818251870339736,0.321453508688137,0.331933950074017,0.370983172906563,0.863606752362102,0.489081464940682,0.606274464167655,0.39460188196972,0.093048284528777
2.17,-0.7461,?,?,?,?,2.1291,24.6,?,?,?,?,?,0.0290857,0.0805385,0.192442,0.405639,0.819759,?,'yes',0.255354506429285,0.825662832707167,0.638953597284853,0.32315196772106,0.0825628379825503,0.672932723769918,0.632951559731737,0.987866761861369,0.283446079352871,0.496349419699982,0.369556801160797,0.763135212939233,0.447859583422542,0.0812436379492283,0.989220893476158,0.807491122046486,0.814551489427686,0.86915572732687,0.354564624605700,0.112297985935584
4.667,-1.3728,?,?,?,?,1.6561,10.4,?,?,7.44,1426,64,0.050905,0.142291,0.320991,0.577184,0.891943,'no','yes',0.240179721964523,0.336404090281576,0.062839268706739,0.435407527489588,0.0435662728268653,0.389736603247002,0.98458682675846,0.359077805187553,0.210724032483995,0.557831215439364,0.310527549358085,0.325103034731001,0.362763641634956,0.741954266559333,0.348150772508234,0.220396077260375,0.0195811823941767,0.308335790643468,0.451863599475473,0.969329074025154
2.821,-1.1188,?,?,?,1.914e-05,1.9588,42,?,?,16,?,0.512,0.00640849,0.0263409,0.088869,0.26106,0.723674,'yes','yes',0.393826909828931,0.7167242388241,0.648630156647414,0.253520213533193,0.688153613358736,0.83092971611768,0.754150492371991,0.210335731739178,0.660559049574658,0.117488336982206,0.665004941634834,0.914886933751404,0.552139814011753,0.124872449552640,0.996578707359731,0.0192760336212814,0.780497157946229,0.564186429604888,0.51374070905149,0.897516888100654
0.5915,-1.7402,?,?,?,?,1.9677,13.4,?,?,9,?,8.192,0.0674093,0.173641,0.365446,0.618128,0.90556,'yes','no',0.193571552168578,0.230768693145365,0.100637013325468,0.909762615105137,0.985546765150502,0.421514200977981,0.229034034302458,0.800690874224529,0.691347433719784,0.218272580998018,0.344893301138654,0.305506968637928,0.0762582835741341,0.648503778735176,0.465614556800574,0.828809523954988,0.0604226372670382,0.98124782787636,0.806251093512401,0.78992670099251
0.937,-1.6966,?,?,?,?,2.0345,43.5,?,?,19.85,927,1.024,0.0163189,0.0578667,0.165031,0.38355,0.790834,'yes','yes',0.0110057035926729,0.768479333259165,0.383908064104617,0.0295544154942036,0.123216328211129,0.97907805419527,0.693171714665368,0.924637299962342,0.0565198303665966,0.176762192044407,0.876554331043735,0.450572623638436,0.83098546648398,0.450885874917731,0.153989291284233,0.586890122620389,0.0122059490531683,0.964269169373438,0.168583128834143,0.78971737716347
2.68,?,-2.171,?,?,1.87e-05,2.1018,6.4,?,?,6.78,345,4.096,0.0427832,0.116809,0.264559,0.494069,0.836843,'yes','yes',0.227047227788717,0.178586505353451,0.824172734515741,0.99723526951857,0.82074743998237,0.490010319743305,0.566799287917092,0.0909736203029752,0.477691025007516,0.050301386974752,0.935008239466697,0.120842479402199,0.811347875976935,0.464848816161975,0.0399470932316035,0.78316340316087,0.63543392228894,0.700956782093272,0.617398126516491,0.73070134036243
