@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_4 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'106709','111063','111529','111622','114753','117504','130088','148225','148646','148833','150314','151207','152113','153514','154112','156467','163136','163170','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','284856','285654','286809','287364','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','349510','350184','350311','352190','352648','353540','355083','357512','359530','359711','359951','370791','370846','373172','373458','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@data
3.3,-1.794,56.53,8.902e-07,37.5,-0.011,6.54,8.2,231,1.024,0.1103,'yes','no','232339',0.0480188436340541,0.647872501285747,0.71617061784491,0.186578017193824,0.73561674146913,0.411183562595397,0.406442106468603,0.753754559671506,0.235474998131394,0.389552873093635,0.54250603960827,0.844060011440888,0.699214725056663,0.601791454711929,0.753071771236137,0.974551787832752
0.703,-0.9957,82.48,1.881e-06,34.2,0.13,171,8.68,162,0.512,0.1434,'yes','yes','228006',0.756482301745564,0.37961059063673,0.695994570618495,0.550501418067142,0.384743641130626,0.777989071561024,0.911872576223686,0.073891868814826,0.79253882332705,0.622861430281773,0.696103714872152,0.915196892339736,0.734766070730984,0.0152274433057755,0.775151311652735,0.664770979201421
2.69,-1.221,72.27,2.869e-06,70,0.071,59.5,10.63,213,0.512,0.08549,'yes','yes','313087',0.394078967859969,0.836657579056919,0.765143508091569,0.79241418093443,0.0702325021848083,0.248049810994416,0.00797902001067996,0.0169668619055301,0.728819063398987,0.666619970696047,0.771301948931068,0.431645021773875,0.96132435463369,0.323550437577069,0.925954642007127,0.905912369024009
6.29,-1.172,322.6,1.223e-05,38.4,0.008,197.2,13.26,2820,64,0.1486,'no','no','153514',0.518738345010206,0.534220833797008,0.331473854836076,0.874375197803602,0.795815396821126,0.319190808339044,0.341159380041063,0.589942782884464,0.94475382519886,0.533674790756777,0.842659817542881,0.932340197032318,0.557763543911278,0.756183401914313,0.382441509747878,0.0447434370871633
3.35,-1.713,52.96,6.151e-07,12.5,-0.024,10.8,9.29,311,2.048,0.1556,'yes','yes','154112',0.52008496504277,0.614192089997232,0.289550637593493,0.0238059312105179,0.993502733297646,0.330578996567056,0.366807547397912,0.465270034270361,0.790641002357006,0.737369414186105,0.210193196777254,0.649080532370135,0.26021790294908,0.912506983615458,0.705723308492452,0.0221510729752481
1.1,-1.19,69,3.703e-06,64.4,0.095,7.04,23,1450,1.024,0.01725,'yes','yes','309111',0.776735693681985,0.256089742761105,0.595512513304129,0.976740444777533,0.0760606783442199,0.424790812656283,0.238773281220347,0.713418603874743,0.116138427983969,0.73300280701369,0.862379778642207,0.880261309677735,0.825571692083031,0.186905995942652,0.085283380933106,0.577148692449555
2.433,-1.56,109.2,5.881e-06,74.8,0.066,46.62,9.06,209,0.512,0.0954,'yes','yes','309096',0.121927684405819,0.248720810050145,0.0980234630405903,0.852640151977539,0.299872905015945,0.965274293674156,0.516009249025956,0.826415001647547,0.448225227184594,0.604633365757763,0.749317297246307,0.726911095669493,0.693807703442872,0.649823009502143,0.257085707969964,0.281042963266373
0.606,-0.83,81.58,1.861e-05,339.9,0.049,9.1,18,?,0.064,0.01235,'yes','yes','130088',0.677337877685204,0.261399219511077,0.321033770451322,0.814599919365719,0.844064892502502,0.0458073520567268,0.226797791430727,0.652166077401489,0.168634661007673,0.697302222019061,0.410070276353508,0.617246983805671,0.00860210810787976,0.712351808091626,0.129587631672621,0.294141845777631
0.4428,-0.4666,33.45,2.032e-07,8.1,-0.054,8.37,9.39,437,4.096,0.05254,'yes','yes','209755',0.865728920791298,0.827986978692934,0.90677034528926,0.179997044848278,0.318309972295538,0.71072414983064,0.196680664084852,0.728788483189419,0.269418196752667,0.823969779536128,0.0415031579323113,0.690262612421066,0.081949558807537,0.402541770832613,0.198871271917596,0.116658720653504
1.545,?,19.02,5.814e-08,8.3,0.205,2.97,?,?,?,0.02016,?,'yes','312047',0.931415467523038,0.0545378511305898,0.99852780229412,0.790966613451019,0.96240477100946,0.801017067860812,0.409070179099217,0.942750518908724,0.0672174110077322,0.287658655783162,0.734119990840554,0.949380490463227,0.472164748003706,0.859419531188905,0.234960545087233,0.762021992122754
0.783,-1.737,74.31,3.802e-06,15.1,0.483,205.9,7,1260,64,0.2905,'no','no','179968',0.156226895749569,0.929210691479966,0.341741723939776,0.46237886371091,0.574154128087685,0.663678655400872,0.705890371231362,0.649671538732946,0.762386670568958,0.93436306831427,0.431489777518436,0.286766296718270,0.555134607944638,0.961161099839956,0.62665473879315,0.510115925455466
4.045,-1.184,87.03,1.044e-06,45.1,0.037,6.06,10.17,199,0.512,0.1164,'yes','yes','180455',0.431774677941576,0.395952890627086,0.467026375466958,0.659223268274218,0.0409797781612724,0.899373674066737,0.931610516505316,0.0324316113255918,0.714568336261436,0.419261808972806,0.376742450287566,0.833677510730922,0.755223198328167,0.197877402883023,0.378179192077368,0.784925621701404
3.221,-1.876,?,1.846e-06,23.5,-0.021,295.6,9.05,179,0.512,0.1812,'yes','yes','211957',0.344359800452366,0.152143260696903,0.069788382621482,0.225821564439684,0.971719097113237,0.706272716866806,0.25777147593908,0.912818791810423,0.166865116916597,0.364621935645118,0.992233257507905,0.632132805883884,0.951675124233589,0.740306057967246,0.142834414960817,0.844911803025752
2.615,-1.165,286.6,8.688e-06,41.4,0.021,239.7,8.38,234,1.024,0.08937,'yes','yes','151207',0.208720346447080,0.425235040020198,0.83006766345352,0.838191408663988,0.306529639055952,0.686297732638195,0.103584697935730,0.369342979043722,0.288185869576409,0.793104301672429,0.311304899398237,0.929274004651234,0.193065991858020,0.447172357467934,0.558395535219461,0.945205534342676
5.6,-0.82,70.9,1.318e-06,43.1,-0.022,23.03,12.06,220,0.256,0.1242,'yes','no','231362',0.97991775488481,0.196248061954975,0.463003793731332,0.217364963842556,0.971962559735402,0.549528039293364,0.640247640199959,0.822083179838955,0.342141661327332,0.794317843625322,0.607869535451755,0.23889879276976,0.593478299910203,0.299431764520705,0.725315717747435,0.251570287393406
3.2,?,23.71,2.477e-07,17,0.162,7.05,11.6,371,1.024,0.02986,'yes','no','231231',0.0699683809652925,0.356061823433265,0.922566346824169,0.851087968098,0.591204883996397,0.46254254039377,0.287304409546778,0.274125521071255,0.59564295457676,0.872582317795604,0.922375900438055,0.715488037094474,0.215747059322894,0.217136278282851,0.530913166236132,0.884191539138556
2.346,1.229,51.84,1.558e-06,14.1,0.05,4.9,11.47,264,2.048,0.08455,'yes','yes','163136',0.257184016751125,0.446120698936284,0.969968949677423,0.103891111444682,0.559436312876642,0.0327068921178579,0.604281254811212,0.975967322476208,0.0476178759709001,0.479179854271933,0.829005867475644,0.97483401466161,0.578483106335625,0.175490807043388,0.39684191532433,0.290833539329469
0.08,-0.2721,52.99,1.671e-07,7.3,0.011,8.32,9.84,527,4.096,0.1338,'yes','no','163170',0.69389581377618,0.399786403402686,0.81542838877067,0.736485923174769,0.815132489893585,0.0330617211293429,0.157357047079131,0.985315025784075,0.493654055288061,0.787666584830731,0.631937805330381,0.677483707899228,0.853799701202661,0.85350504075177,0.8448991777841,0.337161132134497
4.349,-1.219,77.24,1.915e-06,11.6,0.165,45.6,7.51,1323,64,0.1347,'no','no','301981',0.976962200831622,0.877393443370238,0.944312339881435,0.158269538078457,0.771896013524383,0.428700097370893,0.0775952427648008,0.958409128244966,0.578704070998356,0.176799651002511,0.695065260399133,0.291974048130214,0.178826649906114,0.840598172973841,0.208976769121364,0.169778818031773
0.297,-1.216,108.9,1.031e-06,12.5,0.235,34.44,8.16,533,8.192,0.1019,'yes','no','152113',0.101105569396168,0.579501955304295,0.296902885427698,0.297759853070602,0.987833247054368,0.850585495820269,0.933647638885304,0.209695604396984,0.0793938399292529,0.424367661355063,0.889541656244546,0.365297809476033,0.475208277115598,0.326982161263004,0.444658298976719,0.179162378655747
0.97,-0.275,30.46,5.423e-07,12.5,0.16,161.3,10.8,2494,64,0.1994,'no','yes','276205',0.832462957594544,0.631431929767132,0.58937894529663,0.0408275239169598,0.143690317403525,0.583883273648098,0.830485262675211,0.803541509667411,0.785202444065362,0.0574416653253138,0.343133812770247,0.753007352352142,0.257725674193352,0.641035020817071,0.926480216206983,0.100748414173722
0.49,?,42.51,1.239e-05,50.7,0.036,9.57,17.95,660,1.024,0.004874,'yes','yes','377179',0.146911600837484,0.108176795998588,0.079638440394774,0.619332515401766,0.683384134434164,0.741822062060237,0.794863616116345,0.997518836287782,0.77833536057733,0.357968693599105,0.804950551595539,0.483929874841124,0.63485089247115,0.875259389635175,0.0446942485868931,0.579652850748971
1.24,-0.464,78.25,7.75e-06,63.3,0.168,126.4,6.74,156,1.024,0.107,'yes','no','370791',0.0104611844290048,0.127290391130373,0.116244091652334,0.983165183803067,0.83573659020476,0.117367880884558,0.793504082597792,0.609061934053898,0.90687212953344,0.399311773944646,0.959432150470093,0.081107956590131,0.718528436264023,0.759817293379456,0.628330845152959,0.765238871099427
3.082,-1.014,137.5,3.684e-06,50.7,0.02,102.6,14.77,490,1.024,0.172,'yes','yes','213823',0.0482183585409075,0.241658212384209,0.83267851988785,0.0650589866563678,0.220827996265143,0.271458872593939,0.657044027466327,0.568039542995393,0.963935209438205,0.0279554375447333,0.389563637552783,0.0879882464651018,0.597383830929175,0.589350639376789,0.728499982273206,0.171870149672031
2.45,-1.82,?,3.96e-07,7.3,0.014,14.72,7.15,1465,64,0.1593,'no','no','286809',0.0245421081781387,0.707304248819128,0.498950886307284,0.696185133419931,0.77012564893812,0.867871152004227,0.998855561949313,0.037657143548131,0.414123114431277,0.817628611112013,0.99914294295013,0.598403047770262,0.64231994911097,0.229415930109099,0.967174679972231,0.220515517517924
0.971,-1.688,22.74,1.458e-06,83.3,0.055,4.44,11.47,200,0.256,0.009347,'yes','yes','373172',0.485433502821252,0.330946037778631,0.230665833922103,0.660652492661029,0.236857749288902,0.364714310504496,0.848104124655947,0.54821247421205,0.0280704407487065,0.194477816112339,0.968256819993258,0.90449289418757,0.946263403631747,0.97316873096861,0.587466443656012,0.0193196011241525
1.755,-0.5261,36.02,4.109e-07,14.8,0.054,43.56,9.39,238,1.024,0.04162,'yes','no','420398',0.0545004145242274,0.195960155455396,0.959085704293102,0.744019738398492,0.644074136856943,0.677154053701088,0.735191547079012,0.800522105069831,0.872136029414833,0.773446567356586,0.600129876052961,0.00728027406148612,0.896968576591462,0.80513108172454,0.617224623681977,0.711239597061649
2.17,-0.7461,42.23,5.738e-07,24.6,0.068,7.68,?,?,?,0.08054,?,'yes','287364',0.624457189347595,0.193922293838114,0.119196479907259,0.386529103619978,0.403672907268628,0.0621482951100916,0.694863333832473,0.575404671486467,0.198978615691885,0.529482253827155,0.0492765202652663,0.552798826945946,0.171033912338316,0.106202448951080,0.480322667164728,0.0334303649142385
4.667,-1.373,58.58,8.446e-07,10.4,-0.012,31.05,7.44,1426,64,0.1423,'no','yes','412982',0.816241483436897,0.385038821492344,0.960224573733285,0.397591292392462,0.930926847504452,0.391019634902477,0.806221946142614,0.44294242397882,0.909013549797237,0.187262749299407,0.126680911518633,0.291308628162369,0.865112589905038,0.232575325528160,0.381013981997967,0.110400825971738
0.5915,-1.74,51.26,8.752e-07,13.4,-0.237,17.38,9,?,8.192,0.1736,'yes','no','106709',0.598140503047034,0.766090323915705,0.969234585529193,0.264917742926627,0.164332834305242,0.980899448972195,0.342478582402691,0.415056973230094,0.904063231311738,0.459508377127349,0.140157288406044,0.278317539021373,0.117798516759649,0.331936339382082,0.148114155745134,0.730522567871958
0.937,-1.697,142.5,2.246e-06,43.5,0.136,5.92,19.85,927,1.024,0.05787,'yes','yes','229185',0.663491826504469,0.496166419005021,0.279005168704316,0.175149747170508,0.703403144143522,0.910159254679456,0.314349764259532,0.796770955435932,0.644657199038193,0.881381397368386,0.786786004900932,0.111995470710099,0.150698006851599,0.909638256533071,0.999953934689984,0.541882029501721
2.68,?,20.53,2.666e-07,6.4,0.035,39.9,6.78,345,4.096,0.1168,'yes','yes','213486',0.0709319054149091,0.183348438702524,0.420128684956580,0.686310498509556,0.0185262521263212,0.651661899173632,0.704028719803318,0.2553907756228,0.177649039076641,0.430837663821876,0.903039736673236,0.916693862527609,0.916590198874474,0.0701528242789209,0.818767214659601,0.407010866794735
3.78,-0.3394,94.66,6.05e-07,16.4,0.02,18.54,7.96,363,3.072,0.1341,'yes','yes','213630',0.39258969691582,0.417902008630335,0.317469106521457,0.55540443980135,0.694561441196129,0.731578275561333,0.172694412991405,0.199405507650226,0.0521987390238792,0.0237904030364007,0.267326339613646,0.70600477908738,0.610646486515179,0.84911623201333,0.0252161864191294,0.173397080041468
3.355,-1.939,?,3.285e-06,22.6,0.055,42,10.83,1510,64,0.1186,'no','no','252593',0.990413561696187,0.625903905369341,0.387159591075033,0.580539081245661,0.0642423632089049,0.350508508738130,0.391307415440679,0.335591345094144,0.0169783702585846,0.126111289486289,0.857156943064183,0.226356351515278,0.915421027457342,0.973793448880315,0.106515888823196,0.287584574194625
3.626,-1.178,192.9,7.448e-06,26.8,-0.002,330.7,?,?,?,0.1158,?,'yes','285654',0.846216258360073,0.633244791999459,0.766049584839493,0.577944877790287,0.87862892751582,0.767657330259681,0.276430291356519,0.899632771266624,0.748372755246237,0.976849636994302,0.99956569983624,0.985087297158316,0.75836311886087,0.360283238813281,0.763858665013686,0.0411287725437433
1.14,-1.571,56.79,1.037e-06,10,-0.047,79.2,7.13,1485,64,0.2042,'no','yes','297114',0.704180013155565,0.0343058099970222,0.390433978522196,0.423633756116033,0.320337494369596,0.259905637707561,0.0170635469257832,0.429099243367091,0.922203281428665,0.140220918459818,0.148997005075216,0.0470376887824386,0.64646117365919,0.29625279083848,0.421115063363686,0.490204413887113
1.949,?,62.01,4.319e-06,43.7,0.096,94.6,8,?,1.024,0.09273,'yes','no','111063',0.224675848847255,0.943465153919533,0.824440892087296,0.441003463231027,0.785875868750736,0.524291704408824,0.243244055891410,0.604540454223752,0.482355038635433,0.235138949239627,0.0604613611940295,0.320372224552557,0.91343762842007,0.711595656117424,0.212985191028565,0.396674043498933
3.24,-1.999,?,1.865e-06,18.2,0.015,153.6,10,?,1.024,0.1475,'yes','yes','111622',0.516992032527924,0.0653124626260251,0.931601132266223,0.899982568342239,0.237327054375783,0.483770867111161,0.624867683742195,0.320283716078848,0.495376771781594,0.660154997371137,0.588664828566834,0.31755966716446,0.0109700914472342,0.70919764158316,0.616395943565294,0.611801107646897
1.44,-1.217,50.86,1.408e-06,49,0.018,30.96,9,?,0.512,0.06291,'yes','yes','111529',0.814520326210186,0.00441224197857082,0.948591655120254,0.756896439706907,0.983558630105108,0.131274451734498,0.337573568336666,0.305461880750954,0.564788790186867,0.431005214806646,0.203406038461253,0.254731984110549,0.466641226317734,0.519723476609215,0.53233642806299,0.885383649263531
1.416,-1.724,55.74,1.452e-06,16.1,-0.018,125.3,11.68,2763,64,0.2582,'no','yes','313116',0.143964232644066,0.515157589223236,0.749106172705069,0.769551338860765,0.259367390535772,0.500056514982134,0.824366152752191,0.581427046796307,0.650877142325044,0.453762005548924,0.630172566277906,0.793215876678005,0.897963311057538,0.98584620654583,0.0080347687471658,0.799560104496777
1.64,-1.126,227.8,2.232e-05,157.5,0.152,19.57,25.82,1604,1.024,0.02899,'yes','yes','313299',0.452829258749261,0.83239464298822,0.215437786886469,0.836424742592499,0.91834996198304,0.786243526730686,0.0861732633784413,0.104802599642426,0.112164944875985,0.508498474722728,0.485350554110482,0.366155812516809,0.987747827311978,0.223892541369423,0.136522071901709,0.216507434379309
3.036,-1.165,860.3,5.119e-05,123,0.142,83.66,17.87,741,1.024,0.0283,'yes','yes','313417',0.151232655392960,0.380280568962917,0.125877955695614,0.668674936983734,0.300837247632444,0.110929996473715,0.10243763262406,0.463107611984015,0.188915041973814,0.226273794192821,0.196945957606658,0.0894814115017653,0.235718681942672,0.546100752661005,0.693973131710663,0.833113571628928
0.54,-1.294,141.3,0.0001477,719.8,0.097,115.2,22.57,1097,1.024,0.02612,'yes','yes','355083',0.913421358680353,0.551315331598744,0.364970485912636,0.48523141304031,0.182939813006669,0.510523917153478,0.923535912763327,0.0989142623730004,0.263783864676952,0.483526275493205,0.957868273369968,0.641334298532456,0.341261876747012,0.443022736115381,0.818206578725949,0.786312466720119
3.038,-1.312,70.74,4.317e-06,42,0.018,275.6,17.95,6719,128,0.2853,'no','yes','332851',0.985590300755575,0.711518980795518,0.446069375611842,0.00710754143074155,0.371996562695131,0.0882368735037744,0.771387305576354,0.916360878152773,0.981343330815434,0.550886631943285,0.479168152902275,0.472669619135559,0.0436018740292639,0.207417124649510,0.170765382703394,0.245129130547866
2.352,-1.526,82.28,2.496e-06,25.9,-0.003,47.7,10.23,491,3.072,0.2087,'yes','yes','255445',0.345655119279400,0.767369530396536,0.935438568936661,0.350078083574772,0.0938083189539611,0.316441002767533,0.862087218556553,0.295031536137685,0.542688467307016,0.336625020718202,0.355976841878146,0.466603072825819,0.699864945374429,0.341849691467360,0.661800963804126,0.074727940838784
4.9,-1.413,88.2,4.383e-06,22.3,0.027,229.9,10.54,2188,64,0.3083,'no','no','209352',0.657081777928397,0.214638533070683,0.335758811561391,0.00770840770564973,0.912417734507471,0.771669038804248,0.598144253715873,0.354585512075573,0.584961146116257,0.817917390260845,0.763201846275479,0.725822353968397,0.993590387050062,0.0689132439438254,0.00552192539907992,0.175419929903001
0.82,-1.004,207.5,3.337e-05,262.1,0.245,21.2,?,?,?,0.02026,?,'yes','278854',0.249894223874435,0.81889684451744,0.341538985492662,0.289512188639492,0.715196264442056,0.835295375902206,0.328641911735758,0.962400770746171,0.677206956082955,0.486946664284915,0.185310815693811,0.3917171000503,0.390670323744416,0.122640721965581,0.854468642733991,0.691005850210786
3.848,-1.433,129.5,3.342e-06,16,0.019,169.1,11.49,2138,64,0.2184,'no','yes','332931',0.965451040538028,0.42209377232939,0.00601863348856568,0.252306707203388,0.164126940537244,0.525433784816414,0.624286671634763,0.244886826258153,0.342325346311554,0.2203032549005,0.126555963885039,0.0429048149380833,0.220849620411173,0.294685785192996,0.252255754778162,0.960962603567168
2.31,5,31.03,1.994e-07,8.6,0.152,3.55,8.48,2083,64,0.1016,'no','yes','278693',0.71632745792158,0.413789324928075,0.9321821173653,0.340797547018155,0.463068390032277,0.177631860831752,0.434387031709775,0.105631519109011,0.292327973991632,0.944434141041711,0.225347680971026,0.411138839554042,0.0439260180573910,0.701737012481317,0.285921238362789,0.955242114607245
3.91,-1.474,96.48,1.422e-05,42.8,0.072,369.9,8.42,204,1.024,0.1753,'yes','no','180977',0.328756593866274,0.823225073050708,0.757754255319014,0.817557902541012,0.909672694280744,0.632546617649496,0.163148684892803,0.761400281218812,0.828950971132144,0.238855830626562,0.86983621912077,0.104151445208117,0.425863537238911,0.89223624765873,0.284738041460514,0.703813766362146
3.44,-0.6588,144.3,2.573e-06,15.8,0.168,32.39,8.14,361,4.096,0.07195,'yes','no','238174',0.433661760296673,0.76148613798432,0.193727465346456,0.436124857980758,0.604771078797057,0.752736263209954,0.443865863373503,0.715941066853702,0.370730473427102,0.917117557255551,0.0641943791415542,0.800200883997604,0.0462398829404265,0.559627575334162,0.939714102074504,0.071061572059989
0.0331,-0.8437,41,7.854e-07,6.3,0.39,128,7.84,2111,80,0.2715,'no','yes','191157',0.614652409916744,0.877090958645567,0.8662186099682,0.897238165838644,0.216785094002262,0.688252738909796,0.431070841150358,0.170794733567163,0.314444708405063,0.5886724088341,0.508813113206998,0.464619404403493,0.577013049274683,0.0964382567908615,0.711926735937595,0.431357079185545
0.696,-0.6803,46.37,1.285e-06,13.7,-0.079,113.2,10.01,1837,88,0.2169,'no','yes','359951',0.178218418732285,0.518707673298195,0.209359410451725,0.939386330079287,0.810057767201215,0.0761748210061342,0.905618426855654,0.98567909700796,0.477396183647215,0.860673204762861,0.914211507420987,0.7503316688817,0.479440639959648,0.358145277481526,0.227709651691839,0.923842185176909
2.512,-0.5208,133.8,7.885e-06,24.4,0.026,19.38,9.79,241,4.096,0.08966,'yes','yes','335105',0.492096828762442,0.992255553603172,0.918820527847856,0.452348222956061,0.361021484714001,0.421590771060437,0.361756911035627,0.401569453766569,0.616068474249914,0.628711559809744,0.649069630773738,0.0200664214789867,0.222843323834240,0.596952843712643,0.434434096328914,0.772587450454012
1.165,-0.4458,60.39,5.672e-07,10.3,0.182,52.48,7.29,187,1.408,0.1637,'yes','no','259714',0.585341215599328,0.573687818832695,0.381551448721439,0.71283795684576,0.672149835154414,0.451056962367147,0.802838175324723,0.472320499364287,0.633815277600661,0.521696545416489,0.611893315566704,0.56278743292205,0.511926247505471,0.250256437808275,0.653902829159051,0.408448596484959
1.608,-1.387,172.3,8.704e-06,52.4,0.195,57.97,8.16,163,1.024,0.1262,'yes','yes','349510',0.44209440657869,0.830920916981995,0.812228501075879,0.593002241570503,0.760494854068384,0.221358330687508,0.0867038327269256,0.489645911147818,0.909701778087765,0.722294393926859,0.566559793427587,0.074349312344566,0.842081004288048,0.433134527178481,0.0418144629802555,0.203909398987889
2.04,0.0691,54.89,3.424e-07,10.4,0.012,11.31,9.07,384,4.096,0.1416,'yes','yes','282003',0.444263764889911,0.355548406252638,0.403120110742748,0.765894731972367,0.171850564656779,0.392172790830955,0.0979132852517068,0.1536957656499,0.484676181105897,0.0692120576277375,0.587964589474723,0.00589840952306986,0.524641256546602,0.543165009468794,0.684786529280245,0.836445633322
2.752,-1.402,59.35,2.842e-06,68.4,0.04,39.96,9.18,243,1.024,0.09921,'yes','yes','374210',0.313323801616207,0.878901906544343,0.0628547663800418,0.303170725237578,0.190168505301699,0.602252848213539,0.751390816643834,0.465776057681069,0.749822630546987,0.391547220526263,0.578572453930974,0.0935181030072272,0.648411693051457,0.344746256712824,0.0374810679350048,0.160296131158248
0.54,-1.795,58,4.322e-06,44.7,0.076,119.5,7.13,243,4.096,0.1745,'yes','yes','221755',0.051549538038671,0.376206637360156,0.67690614121966,0.404553421773016,0.374407338211313,0.914411822101101,0.600185409421101,0.305126946419477,0.94170746137388,0.556543949292973,0.383425173582509,0.05906773195602,0.035280724754557,0.595290723256767,0.770989695098251,0.172599828802049
1.71,-1.243,140,5.175e-06,55.8,0.079,39,17.7,520,1.024,0.1039,'yes','yes','373458',0.437673173611984,0.888503428548574,0.537600538693368,0.651026133913547,0.563423432875425,0.778791065327823,0.568029114278033,0.845243568066508,0.814409438986331,0.857453745556995,0.889586890349165,0.455140098230913,0.624362157424912,0.344870488159359,0.244121577590704,0.942965739872307
5.3,-0.4337,58.16,8.082e-07,6.8,0.005,27.54,?,?,?,0.2135,?,'no','150314',0.977223013993353,0.237116498174146,0.402867747936398,0.385143317747861,0.131464834092185,0.315531296888366,0.808847544481978,0.437604737933725,0.404366805450991,0.823944949079305,0.484950941754505,0.240657196845859,0.650955410907045,0.0337939290329814,0.499854935565963,0.648176261456683
0.937,-1.089,1382,0.0004112,725.4,0.053,147.3,22.5,1909,1.024,0.01697,'yes','yes','306757',0.0598959834314883,0.701692794216797,0.515648374799639,0.718617531005293,0.815676333848387,0.288987709907815,0.316603480372578,0.127875603036955,0.0662530499976128,0.91452882043086,0.948341160314158,0.910352196311578,0.835763587616384,0.268875368637964,0.98956456873566,0.171544268727303
1.95,-1.03,158.8,5.376e-06,60.5,0.073,32.88,15.1,459,1.024,0.09712,'yes','yes','306778',0.117643422912806,0.244161550886929,0.590088699944317,0.631813641637564,0.774537798250094,0.0839168787933886,0.88635576236993,0.348626557504758,0.950698369415477,0.616250699851662,0.720468233339489,0.673506108578295,0.0910897247958928,0.67869660211727,0.59030524501577,0.883635482518002
1.51,-1.415,131.7,4.531e-06,45.7,0.041,30.24,12.69,332,1.024,0.1255,'yes','yes','208169',0.950791283743456,0.619561550905928,0.38505686679855,0.475041853031144,0.872053956612945,0.98477432387881,0.318769162520766,0.71312061836943,0.601516984403133,0.404862821102142,0.398276426130906,0.722431918838993,0.0491939221974462,0.860730218235403,0.189708871068433,0.41004853695631
0.542,-1.591,68.19,2.382e-05,295.2,0.592,66.33,18.67,813,1.024,0.04883,'yes','yes','425151',0.587578827748075,0.890570227522403,0.89817272638902,0.0991280113812536,0.227924297796562,0.621911605587229,0.380179497180507,0.815379155101255,0.713329567341134,0.827279180521145,0.77921411045827,0.347125990549102,0.518684425391257,0.181204658234492,0.64669097517617,0.578336169710383
8.1,-0.7002,50.55,6.665e-07,31.3,0.071,12.36,8.16,203,1.024,0.1365,'yes','no','350184',0.135926169343293,0.801490990212187,0.783781010657549,0.0690377929713577,0.881221676943824,0.855732566909865,0.363933489657938,0.52133426326327,0.94742952217348,0.174726450350136,0.59732792712748,0.67618410824798,0.165243244031444,0.096330908825621,0.326164540601894,0.552378236316144
0.544,-1.078,126.1,2.837e-05,131.7,0.195,50.28,23.3,3348,1.024,0.009013,'yes','yes','350311',0.580338172614574,0.760610642377287,0.0565782855264843,0.886586166452616,0.522367567289621,0.000974784372374415,0.00561986886896193,0.114931776188314,0.466765037504956,0.317259195493534,0.860834910068661,0.634863324929029,0.7362202743534,0.124594525899738,0.104337753262371,0.807762338314205
1.063,-1.284,76.77,3.826e-06,29.5,0.219,15.21,9.31,168,1.024,0.03324,'yes','yes','378559',0.469243804225698,0.631656667916104,0.607716887257993,0.302064039744437,0.270715449238196,0.429012730484828,0.818525293143466,0.673272038344294,0.498611856019124,0.607090989127755,0.820145457051694,0.135796041926369,0.638144863303751,0.281361306319013,0.433712066616863,0.24165823799558
0.92,-1.329,71.79,1.427e-06,35.8,0.073,64.18,12.12,225,0.128,0.07598,'yes','yes','284856',0.0876051753293723,0.822834422346205,0.944427853217348,0.222955115605146,0.426736029563472,0.457595553714782,0.362818320514634,0.684403272112831,0.109648467274383,0.0332026151008904,0.310178112704307,0.111883192788810,0.447682643774897,0.65256900084205,0.718408748041838,0.526784069370478
