@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_4 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780','106709','111063','111529','111622','113120','114753','117504','130088','131560','147478','148225','148646','148833','150314','151207','151905','152113','153514','154112','156467','163136','163170','163438','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','282066','284856','285654','286809','287364','292934','293707','293795','294835','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309010','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','346386','349510','350184','350311','352190','352648','353540','355083','357512','358422','359530','359711','359951','370791','370846','373172','373458','373674','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@data
1.8,-0.9885,?,?,6.5142e-07,2.37e-05,2.1617,30.1,?,7.5,8.22,161,0.512,0.116582,'yes','yes','217805',0.270656930981204,0.018523019971326,0.281212697038427,0.759784846333787,0.264142715372145,0.884616290219128,0.620620482135564,0.261905374238268,0.556378074223176,0.332327477401122,0.880831810412928,0.749404449015856,0.684256899636239,0.0778658301569521,0.415305079193786,0.179629114922136
3.425,-0.6565,?,?,?,?,2.0564,20.1,?,75.14,8.58,380,4.096,0.201207,'yes','yes','217704',0.470828828634694,0.38659169152379,0.679798018420115,0.959258345887065,0.475259047700092,0.0241556074470282,0.328447083476931,0.292456823866814,0.0545306755229831,0.840709954267368,0.865330178057775,0.76330763217993,0.916873925365508,0.792932842625305,0.41610137745738,0.423235143302009
2.4266,?,-2.3527,29.1842,2.6894e-06,4.512e-05,2.0252,27.5,?,361.92,7.4,215,1.024,0.0703095,'yes','yes','305288',0.410892653046176,0.561978240730241,0.230450329603627,0.344121254514903,0.947949093068019,0.939203548012301,0.0870832994114608,0.441039954312146,0.0181352098006755,0.930677678901702,0.364552290644497,0.506644170498475,0.0766721100080758,0.753867968684062,0.640191752463579,0.245023587718606
0.383,-1.1211,?,92.0247,5.2607e-07,?,?,13.8,?,2.2,8.54,201,1.024,0.0386268,'yes','yes','299787',0.320124981692061,0.910852355416864,0.800301308277994,0.673286192584783,0.226522827520967,0.677545160520822,0.398726083338261,0.328207223676145,0.259567535249516,0.674312668619677,0.583829731680453,0.763204841408879,0.809220399241894,0.902898310683668,0.724436487536877,0.801250814693049
0.617,-1.5818,?,117.696,1.7059e-05,?,?,24.9,?,254.74,14.22,1928,64,0.189871,'no','no','282066',0.805009764386341,0.708265269873664,0.0947138399351388,0.505734328413382,0.916066673584282,0.898835585918278,0.947998389834538,0.839257152751088,0.361816258868203,0.833706743083894,0.360045286128297,0.192639045184478,0.131774292094633,0.773047973401845,0.604558864608407,0.865495793754235
2.198,-0.992,?,?,2.6587e-06,3.18e-05,2.1811,60,?,4.56,22.78,1485,1.024,0.0602667,'yes','yes','156467',0.631856653373688,0.510113491443917,0.654579824069515,0.89618076570332,0.370399314211681,0.181659916881472,0.598052020184696,0.128196171950549,0.191523710731417,0.705533192958683,0.0625450897496194,0.87750473828055,0.198646743781865,0.106980020180345,0.699631820432842,0.551075801486149
1.23,-1.7095,?,58.1324,9.6733e-07,?,1.7887,17.2,-0.032,30.25,9.84,288,1.024,0.139003,'yes','yes','316204',0.192900064401329,0.704075865913182,0.824698739452288,0.578703519655392,0.730907539837062,0.887421428458765,0.906784368446097,0.560137592954561,0.370045345276594,0.173399785533547,0.91052568773739,0.175383177353069,0.0660383054055274,0.632459477288648,0.625466054072604,0.0438777992967516
1.261,-0.957,?,588.845,0.00011459,2.269e-05,2.122,330.4,0.118,74.9,15.62,384,1.024,0.0309487,'yes','yes','232683',0.773690222762525,0.80250950739719,0.753263462334871,0.81283774250187,0.71568853710778,0.721516065765172,0.0771149573847651,0.603209278080612,0.44085975154303,0.7130431602709,0.765555112389848,0.195792864309624,0.124694852856919,0.0981795093975961,0.868253986584023,0.270653563085943
2.374,-1.6678,?,65.0574,2.7841e-06,5.422e-05,1.8992,22.8,0.193,103.97,8.01,259,2.048,0.197561,'yes','yes','323898',0.288903041509911,0.796182236867025,0.0340830790810287,0.90683970367536,0.131607300834730,0.00777961383573711,0.544381167041138,0.187679198570549,0.738317682407796,0.669502527918667,0.101808217121288,0.881162298144773,0.670488395728171,0.855997698847204,0.958472739672288,0.771395572228357
2.692,?,-2.268,26.845,1.103e-06,?,1.9224,15.9,?,187.18,9.48,455,4.096,0.151807,'yes','yes','295670',0.726385914487764,0.162514776689932,0.484871697612107,0.837404874386266,0.127434726804495,0.343905456364155,0.0886054579168558,0.390076347393915,0.812342350836843,0.664586463710293,0.717669463250786,0.544775846647099,0.644332618685439,0.486590589163825,0.348291929578409,0.142718691378832
3.3,-1.7938,?,56.5312,8.9016e-07,?,1.9826,37.5,-0.011,6.54,8.2,231,1.024,0.110285,'yes','no','232339',0.615002892678604,0.174277499318123,0.645415721926838,0.201198290800676,0.373388215200976,0.62692094175145,0.0282870340161026,0.488746454939246,0.869618974160403,0.162939107976854,0.791766254929826,0.0558811787050217,0.876158292405307,0.00763332075439394,0.983313116244972,0.00509585975669324
0.703,-0.9957,?,?,1.8806e-06,3.161e-05,2.1399,34.2,?,171.04,8.68,162,0.512,0.143441,'yes','yes','228006',0.88810808956623,0.706461544614285,0.903305774088949,0.168724888004363,0.8896330348216,0.126986196031794,0.622913335449994,0.769045755499974,0.344398430548608,0.514606548007578,0.360437551978976,0.527188154868782,0.113216507714242,0.651401576353237,0.649930400541052,0.0541727226227522
2.69,-1.2209,?,?,2.8691e-06,?,2.2763,70,?,59.5,10.63,213,0.512,0.0854879,'yes','yes','313087',0.23738452559337,0.795954200206324,0.674723093630746,0.0121140656992793,0.927154525183141,0.298548609716818,0.384396773763001,0.704889613669366,0.428116966737434,0.364792145090178,0.74837923166342,0.635525283869356,0.54638770245947,0.714319917140529,0.68816728121601,0.346548486268148
6.29,-1.1718,?,322.601,1.2227e-05,0.0001329,1.8576,38.4,?,197.2,13.26,2820,64,0.148584,'no','no','153514',0.307080333586782,0.220360044389963,0.319336664164439,0.325615553185344,0.201532122446224,0.728875014232472,0.602927893633023,0.387988819042221,0.353384822141379,0.173098750878125,0.5478570535779,0.431636116467416,0.485443340847269,0.130458946339786,0.457887044642121,0.663783953059465
3.35,-1.7132,?,52.9634,6.1513e-07,?,2.905,12.5,-0.024,10.8,9.29,311,2.048,0.155611,'yes','yes','154112',0.481664053164423,0.432528684148565,0.241757155163214,0.734948750119656,0.80588385160081,0.248779551824555,0.557990761473775,0.578487458173186,0.126280821859837,0.129084136104211,0.959684401750565,0.166978403925896,0.231488982448354,0.535986792761832,0.437734908424318,0.404026284115389
1.1,-1.1896,?,69.0006,3.703e-06,9.997e-05,2.0197,64.4,0.095,7.04,23,1450,1.024,0.0172518,'yes','yes','309111',0.209098967723548,0.0698637315072119,0.624853787012398,0.397296821465716,0.982909029116854,0.857961112866178,0.785515879048035,0.381283780792728,0.861324047902599,0.090070377336815,0.926369488239288,0.513608563924208,0.393312508473173,0.724819353083149,0.415924899745733,0.92529111285694
2.433,-1.56,?,109.165,5.8812e-06,?,2.1677,74.8,?,46.62,9.06,209,0.512,0.0953979,'yes','yes','309096',0.779199502663687,0.334754345472902,0.172193913720548,0.713429765542969,0.336807642830536,0.236714995233342,0.420578031800687,0.896456459071487,0.383028518641368,0.803113877074793,0.573422568617389,0.132083287928253,0.797585841268301,0.176676896400750,0.954127268632874,0.715504739200696
0.606,-0.83,?,81.5773,1.8614e-05,1.402e-05,1.9805,339.9,?,9.1,18,?,0.064,0.0123453,'yes','yes','130088',0.306938086636364,0.273041719570756,0.82872813148424,0.92454272764735,0.901798580307513,0.838057821849361,0.284107164479792,0.808905486483127,0.0806136140599847,0.905425545759499,0.982738718623295,0.135243028402328,0.081211720360443,0.53024387685582,0.799447745317593,0.092804104089737
0.4428,-0.4666,?,33.4456,?,8.364e-06,2.7283,8.1,-0.054,8.37,9.39,437,4.096,0.052543,'yes','yes','209755',0.149116957327351,0.131089305737987,0.580438021337613,0.907161582028493,0.0515376473776996,0.206327302381396,0.703032895224169,0.711966039612889,0.109570269007236,0.582955539459363,0.107860840624198,0.779478025157005,0.097988543100655,0.72200233512558,0.762180362828076,0.611376829678193
1.545,?,-3.3547,19.0219,5.8137e-08,?,2.2331,8.3,?,2.97,?,?,?,0.0201623,?,'yes','312047',0.508409338770434,0.496784850955009,0.205678577302024,0.541782264132053,0.78658502153121,0.509019962744787,0.49733971292153,0.743271242361516,0.0766625835094601,0.586229586740956,0.756588138639927,0.0315531038213521,0.188080120598897,0.162450297037140,0.215563879115507,0.658315523061901
0.783,-1.7367,?,74.3109,3.8019e-06,0.0001085,2.7826,15.1,0.483,205.92,7,1260,64,0.290466,'no','no','179968',0.489389423513785,0.144988245330751,0.290447541745380,0.513346059247851,0.257065439363942,0.115803173743188,0.221811735071242,0.608661213656887,0.794307654490694,0.671079146210104,0.145084291696548,0.690964320907369,0.0418643413577229,0.799793013138697,0.0772597680334002,0.182143749436364
4.045,-1.1843,?,?,1.0442e-06,5.761e-06,1.8758,45.1,?,6.06,10.17,199,0.512,0.11637,'yes','yes','180455',0.643295536981896,0.516542725032195,0.152702676830813,0.929460643325001,0.68802219349891,0.618532935157418,0.890665045939386,0.663877384038642,0.629890328738838,0.899194601923227,0.751916831824929,0.921677513280883,0.574400265701115,0.026710684876889,0.44063138240017,0.99543616664596
0.947,-1.4663,?,57.3167,5.1358e-06,?,2.0516,136.3,?,34.68,0,0,0,0.0341254,'yes','no','293795',0.465870411135256,0.885719602927566,0.695683447178453,0.176951392786577,0.677065265364945,0.774531435687095,0.0599879047367722,0.0147021652664989,0.906084371032193,0.680297930259258,0.689301520353183,0.81457378785126,0.308003582991660,0.347882868954912,0.690451047383249,0.295783863868564
3.221,-1.8763,?,?,1.8464e-06,1.082e-05,1.9953,23.5,-0.021,295.55,9.05,179,0.512,0.181242,'yes','yes','211957',0.457312957849354,0.847350878408179,0.360178319271654,0.098587127868086,0.96066256519407,0.80004915385507,0.0858950517140329,0.853666386799887,0.0494756549596786,0.878687621094286,0.780593880917877,0.128123942529783,0.88222848251462,0.220650909468532,0.291422859532759,0.246694656321779
2.6147,-1.1652,?,286.555,8.6884e-06,9.562e-05,1.9662,41.4,?,239.68,8.38,234,1.024,0.0893744,'yes','yes','151207',0.211047334596515,0.794097241712734,0.0439456347376108,0.0824631894938648,0.980759234167635,0.85082756425254,0.595337480539456,0.490019696298987,0.397670937236398,0.697929595131427,0.829255128046498,0.311914963182062,0.370956713566557,0.561899416614324,0.899355197325349,0.699954917421564
5.6,-0.82,?,70.8974,1.3183e-06,?,1.959,43.1,-0.022,23.03,12.06,220,0.256,0.124197,'yes','no','231362',0.655474269762635,0.544368233531713,0.552159745246172,0.381183959310874,0.0838591146748513,0.69036739715375,0.790361252380535,0.512838635826483,0.303620791062713,0.3822176088579,0.380398592213169,0.49625524552539,0.171049587661400,0.460721048759297,0.596685835160315,0.135715542128310
3.2,?,-2.482,23.707,2.4765e-07,?,2.2036,17,?,7.05,11.6,371,1.024,0.0298625,'yes','no','231231',0.540018792729825,0.794376001693308,0.91031702188775,0.751797618810087,0.872059053508565,0.589855515630916,0.692206458654255,0.865238468395546,0.862907807575539,0.431115730898455,0.484307740349323,0.397739249048755,0.270574880065396,0.412502537248656,0.175945153925568,0.329598903423175
2.346,?,-2,?,1.5581e-06,6.881e-05,2.0518,14.1,?,4.9,11.47,264,2.048,0.0845535,'yes','yes','163136',0.599055239930749,0.629778468282893,0.566718500573188,0.585426506586373,0.0920256092213094,0.0667212042026222,0.359950292855501,0.298171054339036,0.159541099332273,0.359928962308913,0.845131256617606,0.267321882303804,0.793405544711277,0.839787897886708,0.603531146654859,0.530329707311466
0.08,-0.2721,?,?,1.6713e-07,?,1.981,7.3,?,8.32,9.84,527,4.096,0.133826,'yes','no','163170',0.890493273735046,0.673999546794221,0.62973391986452,0.227649412583560,0.938854338834062,0.925336099928245,0.529085323913023,0.434632701799273,0.50871890806593,0.224523771088570,0.0660760533064604,0.104529702337459,0.0255101004149765,0.701215800829232,0.860303487628698,0.612282588146627
4.349,-1.219,?,77.2381,1.9154e-06,?,2.1199,11.6,?,45.6,7.51,1323,64,0.134745,'no','no','301981',0.58839535433799,0.138421930139884,0.76572979381308,0.230984868248925,0.385388432303444,0.316881573759019,0.376521966420114,0.351913010235876,0.560458667110652,0.679760321043432,0.540187404025346,0.552909050835297,0.779876420740038,0.529011709848419,0.906561501789838,0.0474076073151082
1.55,-1.016,?,?,6.9914e-06,4.785e-05,2.202,62.6,?,50.96,15.07,525,1.024,0.123815,'yes','yes','163438',0.21483845426701,0.467963407980278,0.0505525979679078,0.322798175737262,0.39900441095233,0.417630651267245,0.456860290840268,0.485368737252429,0.66982384887524,0.00836482155136764,0.733124166727066,0.0366699041333050,0.0115750490222126,0.369544243440032,0.652016581967473,0.447748036123812
0.97,-0.275,?,?,5.4231e-07,?,2.3829,12.5,?,161.25,10.8,2494,64,0.199427,'no','yes','276205',0.244162762537599,0.447678835596889,0.569898029323667,0.0929803499020636,0.159324703970924,0.421291159000248,0.696824164129794,0.220103095984086,0.352580517996103,0.619943076511845,0.335423542186618,0.127408308908343,0.627889203373343,0.862853569444269,0.827085749711841,0.289631033316255
1.605,-1.3081,?,240.469,1.6687e-05,5.896e-05,1.9889,79.7,?,148.32,?,?,?,0.0806349,?,'no','292934',0.298050784273073,0.466255326056853,0.186935967998579,0.125615906203166,0.0841414537280798,0.864021898480132,0.992826932575554,0.677832941990346,0.488676659762859,0.723686053417623,0.107489538611844,0.42035924224183,0.270917788147926,0.210731947328895,0.285605604993179,0.410654100822285
0.49,?,-2.1326,42.5112,1.2386e-05,4.086e-05,1.8144,50.7,?,9.57,17.95,660,1.024,0.00487404,'yes','yes','377179',0.315686473855749,0.912105398485437,0.458964821416885,0.380775596946478,0.299172259867191,0.269213083898649,0.418250098126009,0.504811102291569,0.573380499845371,0.461279462557286,0.692455158336088,0.0761809579562396,0.113591615110636,0.362618569983169,0.69372340827249,0.495654189027846
1.24,-0.464,?,78.2516,7.7496e-06,?,1.6634,63.3,?,126.36,6.74,156,1.024,0.107049,'yes','no','370791',0.808590974425897,0.11922685848549,0.723321513272822,0.996211959980428,0.685030319029465,0.484109806828201,0.733963229460642,0.556278744479641,0.193387518636882,0.515905804699287,0.772491537034512,0.676517165731639,0.513008244335651,0.705661354586482,0.353398476261646,0.250829629367217
1.29,-1.2931,?,85.2292,?,?,2.2108,16.2,-0.124,28.71,?,?,?,0.130951,?,'no','103780',0.349139189347625,0.09191511454992,0.184161274693906,0.592220300110057,0.168590609449893,0.926772006088868,0.804827579529956,0.118324401322752,0.322692593326792,0.7605482081417,0.104234358295798,0.730762598104775,0.243824707809836,0.913453220855445,0.803917652694508,0.150803725235164
3.082,-1.0137,?,?,3.6843e-06,0.0001379,1.623,50.7,?,102.55,14.77,490,1.024,0.17201,'yes','yes','213823',0.0770627602469176,0.543138451641425,0.945448542013764,0.885537807131186,0.0583626695442945,0.703041311586276,0.594280121615157,0.813340578461066,0.32733913208358,0.238261484773830,0.314432493876666,0.877423303434625,0.0172317943070084,0.110340162646025,0.854135466041043,0.549613584997132
1.03,-1.6781,?,298.132,4.3132e-05,0.0001608,1.9873,379.3,0.134,58.29,8.14,77,0.064,0.0161621,'yes','yes','309010',0.349547044374049,0.157963615842164,0.356562749715522,0.902357501210645,0.471159210661426,0.913480103481561,0.976898041786626,0.581956380512565,0.785392141900957,0.418731084093451,0.424142466159537,0.337277793092653,0.496920404024422,0.314084557583556,0.175087959971279,0.744629255728796
2.45,-1.8196,?,?,3.9601e-07,?,1.9658,7.3,?,14.72,7.15,1465,64,0.159326,'no','no','286809',0.64842329104431,0.45961581193842,0.257017925381660,0.853938124142587,0.110603868030012,0.500529971206561,0.231588161550462,0.96679532690905,0.159622766310349,0.102468986297026,0.910730527946725,0.228660800028592,0.876048989826813,0.272294909227639,0.38653910625726,0.950275665614754
0.971,-1.6883,?,?,1.458e-06,6.29e-05,2.0584,83.3,?,4.44,11.47,200,0.256,0.00934695,'yes','yes','373172',0.664951608050615,0.323675807565451,0.0828194685745984,0.781403429806232,0.0854209060780704,0.97559283906594,0.0325552909635007,0.451504015596583,0.0287790435831994,0.76817069016397,0.00109137617982924,0.472837641369551,0.0267868381924927,0.700483361491933,0.351777472766116,0.456628543091938
3.24,-1.9988,?,?,1.8652e-06,0.0001249,1.9995,18.2,?,153.55,10,?,1.024,0.147537,'yes','yes','111622',0.123959390679374,0.529168491251767,0.450363489100710,0.330353103810921,0.672805312322453,0.630845531122759,0.655437559820712,0.363197831669822,0.213559730909765,0.40157534298487,0.924180752132088,0.256639334140345,0.277700348524377,0.0500333129893988,0.09766991622746,0.895165340974927
2.17,-0.7461,?,42.227,5.738e-07,?,2.1291,24.6,?,7.68,?,?,?,0.0805385,?,'yes','287364',0.289753503166139,0.375965173821896,0.358984315535054,0.463355090701953,0.901200626278296,0.634220300475135,0.0575142211746424,0.958104093326256,0.77431474858895,0.480156517121941,0.934510370716453,0.521765515673906,0.0337739193346351,0.204868649132550,0.539967738091946,0.799040633952245
4.667,-1.3728,?,58.5787,8.4459e-07,?,1.6561,10.4,-0.012,31.05,7.44,1426,64,0.142291,'no','yes','412982',0.174335106275976,0.442744506057352,0.535562016069889,0.648446586215869,0.223783172201365,0.0142143887933344,0.151964275632054,0.538240741239861,0.763477868167683,0.635635459097102,0.0298984949477017,0.737428301246837,0.97104509640485,0.254766996251419,0.499490568879992,0.469883734825999
2.821,-1.1188,?,187.41,1.7169e-05,1.914e-05,1.9588,42,?,9.8,16,?,0.512,0.0263409,'yes','yes','131560',0.92143222503364,0.764159949496388,0.371112425345927,0.0997800007462502,0.89853378967382,0.57878693449311,0.477381653152406,0.282944369362667,0.45556036522612,0.0383349992334843,0.0614499556832016,0.4024988936726,0.151641480857506,0.405691694933921,0.93181868409738,0.349213614827022
0.5915,-1.7402,?,51.2649,?,?,1.9677,13.4,-0.237,17.38,9,?,8.192,0.173641,'yes','no','106709',0.748822034336627,0.802621838869527,0.654490476939827,0.570901412749663,0.596945190103725,0.117426367476583,0.23749961075373,0.9290186164435,0.769783835858107,0.65785784740001,0.000394675880670547,0.406844002660364,0.871685541700572,0.65981464041397,0.908207292668521,0.374033489730209
0.937,-1.6966,?,142.501,2.2459e-06,?,2.0345,43.5,?,5.92,19.85,927,1.024,0.0578667,'yes','yes','229185',0.188169273314998,0.709276368608698,0.573682210640982,0.0177580795716494,0.00530990329571068,0.709887212142348,0.443182030459866,0.470428187632933,0.029258901020512,0.982143328757957,0.332537252921611,0.324488500365987,0.830640051979572,0.436280415393412,0.0277918623760343,0.448015147354454
2.68,?,-2.171,20.5322,?,1.87e-05,2.1018,6.4,?,39.9,6.78,345,4.096,0.116809,'yes','yes','213486',0.305590905947611,0.892735344590619,0.685904138721526,0.0285535636357963,0.164533092640340,0.394868029747158,0.339539001462981,0.315751892980188,0.251440715976059,0.921470195055008,0.950057769659907,0.332628746051341,0.0163078403566033,0.0162256557960063,0.487458987161517,0.840261975536123
3.78,-0.3394,?,?,6.0501e-07,0.0001163,2.0816,16.4,?,18.54,7.96,363,3.072,0.134062,'yes','yes','213630',0.903886299580336,0.713659283472225,0.562875363975763,0.718819677829742,0.442386162001640,0.0896789832040668,0.5490879684221,0.321812127251178,0.646044434048235,0.975757931824774,0.476908715674654,0.748672923771665,0.149535981006920,0.630647745681927,0.128654617816210,0.129769969731569
3.375,-1.8856,?,?,2.1505e-06,5.13e-05,2.2281,12.4,0.192,90.24,7.12,1011,64,0.213445,'no','yes','346386',0.0112846754491329,0.377835721476004,0.80447876942344,0.873928255634382,0.434403832070529,0.561380950268358,0.0851971756201237,0.00729673495516181,0.51984780956991,0.0854453502688557,0.808231358416378,0.958264580694959,0.0731297547463328,0.46238023461774,0.0749831143766642,0.0261830422095954
0.836,-1.4067,?,122.638,4.4072e-06,7.481e-05,2.0303,48.1,0.23,51,10.03,201,0.512,0.128738,'yes','yes','271019',0.866353021468967,0.233225985430181,0.0400629290379584,0.423275858862326,0.783586353063583,0.75224825879559,0.225547989131883,0.319109461968765,0.370655480539426,0.147415162995458,0.780285669257864,0.552179106511176,0.856363548431545,0.879937420133501,0.115306152030826,0.133650380186737
3.355,-1.9393,?,?,3.2846e-06,?,?,22.6,?,42,10.83,1510,64,0.118595,'no','no','252593',0.6085299346596,0.195165282581002,0.299900078214705,0.569345315219834,0.562605099286884,0.31005883240141,0.0431178321596235,0.447592503624037,0.802109513198957,0.172328295651823,0.905463257571682,0.742230496369302,0.407537655904889,0.430599481333047,0.274300737772137,0.827492914162576
3.626,-1.1777,?,192.945,7.4479e-06,3.033e-05,1.5239,26.8,-0.002,330.66,?,?,?,0.115814,?,'yes','285654',0.0583703008014709,0.357542946003377,0.0237029418349266,0.934862897032872,0.565567031735554,0.890298163285479,0.97078839992173,0.549781595123932,0.468131579458714,0.887268658494577,0.756195619702339,0.167278833920136,0.203015638049692,0.645280635682866,0.399336387170479,0.59309091209434
2.641,-1.7522,?,90.0227,2.7375e-06,3.994e-05,2.2039,36.6,?,43.89,17.85,4514,80,0.153451,'no','yes','302888',0.212487491313368,0.940475767711177,0.893245306098834,0.806809759698808,0.248377904063091,0.298735015792772,0.867870878661051,0.690969008719549,0.480132019380108,0.883950572926551,0.242429957026616,0.61800348944962,0.0660343260969967,0.358278493396938,0.713596057379618,0.147269391221926
1.14,-1.5712,?,56.7923,1.037e-06,0.001393,1.7782,10,-0.047,79.2,7.13,1485,64,0.204159,'no','yes','297114',0.195626754080877,0.647010077023879,0.174541305052117,0.511862800922245,0.453214318724349,0.485491975443438,0.559694260824472,0.498762379633263,0.985858073923737,0.50634653493762,0.259990281192586,0.3257695233915,0.595877785934135,0.849252275191247,0.109657278517261,0.194248919840902
1.949,?,-2.061,62.0052,4.3185e-06,0.0001808,2.0068,43.7,0.096,94.6,8,?,1.024,0.0927309,'yes','no','111063',0.263038870412856,0.422629186417907,0.87558636534959,0.1916501482483,0.861033022636548,0.764901481568813,0.279877566965297,0.396088383393362,0.0607607690617442,0.853574662236497,0.0899623914156109,0.710959670133889,0.737005842383951,0.759629214648157,0.789628391386941,0.86511106020771
1.755,-0.5261,?,36.0217,4.1091e-07,?,2.3217,14.8,?,43.56,9.39,238,1.024,0.0416163,'yes','no','420398',0.46949873957783,0.276817789999768,0.183468183036894,0.399011585395783,0.336608941201121,0.0669091544114053,0.465771836228669,0.600132961757481,0.464217873523012,0.888715917244554,0.140268706250936,0.0453902289737016,0.59610814973712,0.710564167704433,0.365689092315733,0.820178915048018
1.44,-1.2172,?,50.8613,1.4075e-06,0.0001288,1.9554,49,?,30.96,9,?,0.512,0.0629064,'yes','yes','111529',0.403568449430168,0.794980351813138,0.581568610854447,0.982892925618216,0.6685957738664,0.9971535759978,0.170624931342900,0.836424480192363,0.480020065791905,0.281720000086352,0.581377717200667,0.234674312407151,0.0302847409620881,0.922594111412764,0.533817124553025,0.493266442790627
1.416,-1.7242,?,55.7354,1.4522e-06,?,1.8681,16.1,-0.018,125.28,11.68,2763,64,0.258199,'no','yes','313116',0.141921290429309,0.344321991549805,0.444802409270778,0.113705429248512,0.589447267353535,0.912014049245045,0.0540152362082154,0.0853123187553138,0.488407985307276,0.394558815518394,0.885370781179518,0.765090120024979,0.591480789938942,0.201954643474892,0.719468215713277,0.762974770274013
1.6398,-1.1255,?,?,2.2323e-05,4.126e-05,1.7951,157.5,?,19.57,25.82,1604,1.024,0.0289854,'yes','yes','313299',0.665818094508722,0.436920770909637,0.842654208885506,0.459591130260378,0.213313749060035,0.165095144184306,0.1591978573706,0.0426439761649817,0.734056533081457,0.840774194337428,0.622247574152425,0.829458217835054,0.923151532188058,0.58596724155359,0.930156966671348,0.794399299658835
3.036,-1.1652,?,860.327,5.1189e-05,4.244e-05,2.1609,123,0.142,83.66,17.87,741,1.024,0.0282951,'yes','yes','313417',0.794535270892084,0.481028957059607,0.158897614339367,0.213992552366108,0.417748467531055,0.153055170783773,0.506894804304466,0.0841046834830195,0.134860959136859,0.324702721089125,0.0796513834502548,0.465077310567722,0.429075087420642,0.115950214210898,0.811282890848815,0.700494054472074
0.54,-1.2938,?,141.254,0.00014773,0.0001623,1.973,719.8,0.097,115.2,22.57,1097,1.024,0.0261202,'yes','yes','355083',0.285914829466492,0.60170985548757,0.753728581825271,0.625295989913866,0.186342122964561,0.13721717428416,0.533380315406248,0.548870878759772,0.345746560487896,0.0144660871010274,0.364469830412418,0.722823241958395,0.597988718887791,0.91784050827846,0.866556515684351,0.741551446961239
3.038,-1.3115,?,?,4.317e-06,9.483e-05,2.0491,42,?,275.59,17.95,6719,128,0.28528,'no','no','332851',0.300648119067773,0.896591343916953,0.834721272811294,0.0812956818845123,0.760036189807579,0.55486823990941,0.882981630507857,0.968625029549003,0.701066693058237,0.143036904744804,0.663622932508588,0.851729184389114,0.797639588359743,0.917546272510663,0.418507713126019,0.300779285607859
2.352,-1.5259,?,82.2751,2.4964e-06,2.697e-05,2.0755,25.9,-0.003,47.7,10.23,491,3.072,0.208746,'yes','yes','255445',0.52676344406791,0.691516471793875,0.468538997927681,0.0849722884595394,0.640372429275885,0.819564712233841,0.0219284370541573,0.247788687236607,0.800164297223091,0.212597158271819,0.62741997372359,0.199190453859046,0.797312199138105,0.583272204967216,0.553385834675282,0.366410938091576
4.9,-1.4133,?,?,4.3832e-06,?,2.1623,22.3,?,229.89,10.54,2188,64,0.308321,'no','no','209352',0.0694081995170563,0.488509934395552,0.524119605310261,0.367003100458533,0.868434271076694,0.287052208324894,0.890640452504158,0.95583344413899,0.964767177123576,0.520921675488353,0.676927712047473,0.272387634031475,0.279807955259457,0.652403539977968,0.593190971994773,0.993914491962641
2.71,-1.1771,?,36.882,6.5238e-07,4.765e-05,2.3996,17.2,?,51.03,11.07,1020,12.16,0.0872283,'yes','yes','358422',0.149850957095623,0.107200034661219,0.329014033544809,0.566798278130591,0.387574253836647,0.748192575294524,0.822528120828792,0.808721851790324,0.928112724330276,0.822280982742086,0.181039534043521,0.28225254942663,0.485407169675454,0.0402550064027309,0.382018572418019,0.260333499405533
0.82,-1.004,?,?,3.337e-05,5.926e-05,1.8098,262.1,0.245,21.2,?,?,?,0.02026,?,'yes','278854',0.836393791483715,0.575612953165546,0.408569141756743,0.314960434800014,0.806052884785458,0.171836528228596,0.584483558312058,0.0308659516740590,0.799932760186493,0.803526860894635,0.869264752836898,0.607187582179904,0.914011241402477,0.865159288048744,0.886656956048682,0.504157696152106
