@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780  ','106709  ','111063  ','111529 ','111622 ','113120  ','114753 ','117504  ','130088 ','131560 ','147478  ','148225 ','148646 ','148833  ','150314  ','151207 ','151905 ','152113  ','153514  ','154112 ','156467 ','163136 ','163170  ','163438 ','174738  ','176453  ','177408  ','177533  ','178750 ','179968  ','180455 ','180977  ','191157 ','192059 ','205851 ','207399 ','208169 ','209352  ','209755 ','211117 ','211957 ','213486 ','213630 ','213823 ','214805 ','217704 ','217805 ','219101 ','221755 ','228006 ','228316  ','228581 ','229185 ','231231  ','231362  ','232339  ','232683 ','238108  ','238174  ','239899 ','240766 ','252593  ','255445 ','259714  ','263361  ','271019 ','275087 ','276205 ','278693 ','278854 ','279592 ','280706 ','282003 ','282066  ','284856 ','285654 ','286809  ','287364 ','292934  ','293707  ','293795  ','294835  ','295670 ','296805  ','297114 ','299787 ','301981  ','302888 ','305288 ','306757 ','306778 ','308041 ','309010 ','309096 ','309111 ','310613 ','312047 ','313087 ','313116 ','313299 ','313417 ','316204 ','316534 ','317508 ','319016 ','319036  ','319584 ','323898 ','324561  ','324895 ','326115 ','330856 ','331093 ','332851  ','332931 ','334877  ','335105 ','336489 ','337914 ','338895 ','342121  ','346386 ','349510 ','350184  ','350311 ','352190  ','352648  ','353540 ','355083 ','357512 ','358422 ','359530 ','359711 ','359951 ','370791  ','370846 ','373172 ','373458 ','373674  ','374210 ','375246 ','377179 ','378559 ','412982 ','414592  ','416103 ','416135  ','419797 ','420398  ','421814  ','425151 '}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@data
0.947,'no','293795  ',0,0.0613803490996361,0.241647079586983,0.977582626510412,0.874508214648813,0.497863539727405,0.0249344191979617,0.800240179058164,0.73670644662343,0.638733202824369,0.616005600895733,0.538653167430311,0.661827805219218,0.733129267813638,0.0178659446537495,0.540892459452152,0.389596085762605
3.221,'yes','211957 ',0,0.599458643933758,0.283479935489595,0.220936905825511,0.430639829486609,0.932105418294668,0.992226026719436,0.722577973268926,0.824378916528076,0.88416409958154,0.574373789364472,0.169223902979866,0.310260705184191,0.499135107267648,0.200438559986651,0.875366408843547,0.433410600293428
2.6147,'yes','151207 ',0,0.260561651783064,0.536093139089644,0.0988913755863905,0.471870842855424,0.337873782496899,0.78901753667742,0.0345821366645396,0.809082149062306,0.64045066316612,0.875813735416159,0.68889198731631,0.783081094035879,0.0351978687103838,0.327224730281159,0.0360825727693737,0.601835667854175
5.6,'no','231362  ',0,0.9528860792052,0.311532504856586,0.545252761570737,0.535127209266648,0.0481970289256424,0.0291464936453849,0.517680852208287,0.0246231434866786,0.742269489681348,0.799587726360187,0.565031532431021,0.725655394606292,0.0410138594452292,0.728161148261279,0.0352666785474867,0.789368487428874
3.2,'no','231231  ',0,0.289684348274022,0.527010701131076,0.354036252945662,0.525342004140839,0.00461037736386061,0.265346675179899,0.749815401853994,0.654738101409748,0.456232273485512,0.156833484536037,0.366659688297659,0.874071992002428,0.317555836169049,0.55878175678663,0.152307320386171,0.750546909868717
2.346,'yes','163136 ',0,0.194883714430034,0.295687405159697,0.228987012524158,0.226079183397815,0.125961478799582,0.951270915800706,0.515827011084184,0.97176138148643,0.264678663341329,0.757328717969358,0.0319761766586453,0.488523177802563,0.248852492542937,0.195920017082244,0.164655529428273,0.552690462674946
0.08,'no','163170  ',0,0.751617384376004,0.160037336638197,0.692353889811784,0.317445616237819,0.385048258583993,0.200732381781563,0.95659146248363,0.480044764466584,0.911602635402232,0.731878567719832,0.86304586310871,0.966331937117502,0.087141492869705,0.961368709104136,0.512632692232728,0.200011955574155
4.349,'no','301981  ',0,0.295471861958504,0.419348513940349,0.116114916279912,0.209071818972006,0.769328285008669,0.683771332493052,0.814787395531312,0.208187813870609,0.256307762581855,0.382096024230123,0.121394604211673,0.743257391732186,0.666475572623312,0.985875940416008,0.342047062469646,0.679890691535547
1.55,'yes','163438 ',0,0.810501507483423,0.400748378131539,0.991590307559818,0.771166261052713,0.70079598063603,0.953766475431621,0.96880371705629,0.0270025986246765,0.925799120683223,0.133482105797157,0.0859952429309487,0.560318642063066,0.522432871628553,0.00944617483764887,0.496084856102243,0.98496856004931
0.97,'yes','276205 ',0,0.789707147050649,0.581311493180692,0.0314980389084667,0.786988978041336,0.41540966113098,0.369302711449564,0.443644834449515,0.497171052964404,0.126827381085604,0.462071914458647,0.343758167698979,0.233561998000368,0.813181525096297,0.522043556207791,0.176539513282478,0.666675561573356
1.605,'no','292934  ',0,0.869516406208277,0.212039165664464,0.0874977856874466,0.95495938276872,0.2418865384534,0.96648058341816,0.68702312768437,0.638338897610083,0.270491966279224,0.319403046974912,0.250547357136384,0.0207832930609584,0.309927577618510,0.342721920926124,0.703894706210122,0.638466181932017
0.49,'yes','377179 ',0,0.987194790039212,0.109078889945522,0.0510849785059690,0.935317769413814,0.719414340564981,0.857892788248137,0.0262301156762987,0.678352276794612,0.866847864352167,0.996988549130037,0.168723190436140,0.594390969723463,0.500858819577843,0.540613154647872,0.19950081105344,0.542999554891139
1.24,'no','370791  ',0,0.678981889272109,0.789494070922956,0.267945644212887,0.353651727084070,0.371369327651337,0.628647229867056,0.963136986130849,0.310809141723439,0.915686233434826,0.277056009974331,0.96211551153101,0.91779357008636,0.780284896492958,0.453054684447125,0.139176140539348,0.814926469000056
1.29,'no','103780  ',0,0.185175460297614,0.126411892240867,0.991862668422982,0.964525829767808,0.094858862226829,0.632300823694095,0.328360986430198,0.87212029704824,0.99426461639814,0.521606770111248,0.759173962753266,0.316081432858482,0.610390126239508,0.315711889415979,0.815486001316458,0.207054030615836
3.082,'yes','213823 ',0,0.526760397478938,0.532823624555022,0.187926118960604,0.535107210744172,0.591870193835348,0.959505944745615,0.980970502831042,0.0867600832134485,0.642170262755826,0.662609349237755,0.705339520704001,0.637390667339787,0.0557186214718968,0.485091289738193,0.714396201074123,0.702131219906732
1.03,'yes','309010 ',0,0.404623793205246,0.333959168521687,0.275927876122296,0.339518363354728,0.656439316691831,0.801377980504185,0.798261055955663,0.817050483310595,0.490189397474751,0.741536686662585,0.135393484262750,0.809360609855503,0.763068915577605,0.527798925759271,0.927364339586347,0.239568331744522
2.45,'no','286809  ',0,0.361385946627706,0.254332258831710,0.965442789252847,0.0541735305450857,0.89279299089685,0.532055251067504,0.0146653808187693,0.969496523728594,0.691994216758758,0.820602796506137,0.188510925741866,0.566926594823599,0.189676203066483,0.250989242456853,0.32113143382594,0.392671503126621
0.971,'yes','373172 ',0,0.858140082564205,0.796231234446168,0.370515890652314,0.542705797357485,0.665979761164635,0.0273716039955616,0.549011079128832,0.67424152023159,0.989959515398368,0.230733447475359,0.258866164367646,0.171351386466995,0.671172572532669,0.717469031224027,0.92148515349254,0.192133796401322
3.24,'yes','111622 ',0,0.00745131890289485,0.233553807483986,0.336276184534654,0.563158810138702,0.614515494089574,0.711916158907115,0.701761691365391,0.658477772492915,0.154879331821576,0.652534115128219,0.135765614919364,0.112514056963846,0.778198608197272,0.227325128857046,0.292216385481879,0.405325839761645
2.17,'yes','287364 ',0,0.920620610238984,0.694131569936872,0.222466411069036,0.276315739611164,0.57725813286379,0.975766408722848,0.774135725339875,0.315127936424688,0.134039110504091,0.713309733662754,0.907892498187721,0.172398024471477,0.106559822335839,0.254989630309865,0.414042792050168,0.818930701818317
4.667,'yes','412982 ',0,0.388975666137412,0.553181051509455,0.955589669989422,0.93719355831854,0.475263917818666,0.553273729979992,0.243812702829018,0.313128298614174,0.248890984570608,0.83218873734586,0.893071227008477,0.716442985227332,0.615562577266246,0.729810791788623,0.85018332535401,0.52991984738037
2.821,'yes','131560 ',0,0.093775287270546,0.976521934848279,0.332282894290984,0.486314461100847,0.534283195389435,0.325978691456839,0.193374050315470,0.954833252355456,0.661379957804456,0.215243628015742,0.860399736789986,0.958740845089778,0.550121471052989,0.837458837311715,0.463984410744160,0.199006581911817
0.5915,'no','106709  ',0,0.73813173500821,0.391820024233311,0.260147950146347,0.160156298428774,0.329333098372445,0.227339712670073,0.181470549432561,0.913955642608926,0.179553439375013,0.0809262606780976,0.290563315153122,0.254668734502047,0.746470303507522,0.517377683194354,0.518297759117559,0.0499201682396233
0.937,'yes','229185 ',0,0.468396656448022,0.362329264869913,0.385304088238627,0.352007196284831,0.193073799135163,0.122785161715001,0.0209588275756687,0.620815877569839,0.592985512223095,0.877245975192636,0.978660673368722,0.950499091064557,0.735468841390684,0.814562897663563,0.341741394251585,0.79285111068748
2.68,'yes','213486 ',0,0.936921718064696,0.0416743247769773,0.314443696988747,0.470714382361621,0.626901268027723,0.309846170712262,0.622668719151989,0.137593211373314,0.242200965527445,0.82037664274685,0.598951808642596,0.627340160077438,0.756259580142796,0.509877967415377,0.65339826210402,0.0350634988863021
3.78,'yes','213630 ',0,0.681511033792049,0.69960866146721,0.825054228305817,0.626339041395113,0.375558806583285,0.348037281306460,0.495828506303951,0.038455702830106,0.158196382224560,0.328812626888976,0.634169197175652,0.747361936839297,0.978402177104726,0.924895756877959,0.298209236701950,0.355262082070112
3.375,'yes','346386 ',0,0.49315789854154,0.333079740405083,0.197955819778144,0.568249122006819,0.826643410138786,0.354261590633541,0.660035390174016,0.00456364941783249,0.9148543542251,0.900443072197959,0.804965566843748,0.67767809284851,0.804033352062106,0.579007760155946,0.184681154321879,0.271055189426988
0.836,'yes','271019 ',0,0.440574286738411,0.530321777332574,0.0979022129904479,0.447177644819021,0.890574261080474,0.751022375421599,0.505179448518902,0.771516911685467,0.392886768793687,0.788633189396933,0.0875365354586393,0.722110147355124,0.584947270806879,0.384580988669768,0.811906372429803,0.103627648903057
3.355,'no','252593  ',0,0.300444626482204,0.566869113594294,0.547301440034062,0.269869327545166,0.135557695291936,0.468155635520816,0.260797326220199,0.520261679543182,0.74660220858641,0.106673355214298,0.138462843373418,0.207080444321036,0.632063176017255,0.317254477646202,0.819063482806087,0.638182438444346
3.626,'yes','285654 ',0,0.559090769849718,0.00600067130289972,0.344297233037651,0.688780218595639,0.16536059579812,0.958182313712314,0.68920433963649,0.940159551100805,0.307202374795452,0.580918179359287,0.806772778509185,0.582293353741989,0.0643261338118464,0.18736728746444,0.809310488170013,0.894207229837775
2.641,'yes','302888 ',0,0.267397668212652,0.563827139791101,0.99313508020714,0.368202605750412,0.241100690094754,0.39711504871957,0.530166417127475,0.696959509979934,0.0320358746685088,0.621294908924028,0.371818694518879,0.130274842027575,0.49760216078721,0.701010944787413,0.329291970934719,0.748564548557624
1.14,'yes','297114 ',0,0.821129750693217,0.841536762192845,0.927301962394267,0.848335777875036,0.273318740306422,0.491629793308675,0.485313307493925,0.304524880601093,0.0455609785858542,0.460181611590087,0.359625421231613,0.927013589069247,0.986751919379458,0.596699377987534,0.21992792095989,0.552026327233762
1.949,'no','111063  ',0,0.98442278150469,0.999006879283115,0.365597916068509,0.772451776079834,0.778451305115595,0.896189291030169,0.695604784181342,0.512358035426587,0.240501490188763,0.784205630188808,0.798148199450225,0.739378201076761,0.129312058445066,0.74927182821557,0.90620756871067,0.640120808267966
1.755,'no','420398  ',0,0.751554024172947,0.740764504298568,0.97565666004084,0.0885084455367178,0.854384085861966,0.836502793012187,0.782158044166863,0.377348445588723,0.69499513017945,0.798011965118349,0.554073337931186,0.412117262603715,0.0207596607506275,0.873443903867155,0.493468503002077,0.519877013284713
1.44,'yes','111529 ',0,0.507247556000948,0.061767001869157,0.846947793383151,0.0657640234567225,0.353607252705842,0.558292453177273,0.743481225566939,0.866513188695535,0.619427950819954,0.932320550549775,0.777668657712638,0.0235597311984748,0.186001899885014,0.195795551640913,0.0608053770847619,0.917677472578362
1.416,'yes','313116 ',0,0.923223278019577,0.225862955907360,0.755410811165348,0.351311112986878,0.611921209609136,0.84094731300138,0.393569001462311,0.713186101056635,0.546326898038387,0.218645617598668,0.820440416689962,0.824113454902545,0.638533848104998,0.242998650297523,0.464561025379226,0.601312216604128
1.6398,'yes','313299 ',0,0.549563503824174,0.817784823710099,0.915820486610755,0.586587191326544,0.54771556542255,0.353370186174288,0.145254739793018,0.454725758871064,0.454834080999717,0.814608924090862,0.753329156432301,0.370490727014840,0.742999272421002,0.192782408092171,0.140298654092476,0.624622081872076
3.036,'yes','313417 ',0,0.236076388973743,0.71382188051939,0.298845074139535,0.0481154820881784,0.879566953983158,0.340692321304232,0.956994203617796,0.0493698725476861,0.8529114627745,0.117518897168338,0.70834286720492,0.396810474339873,0.8159570756834,0.516819153679535,0.251175245735794,0.437524573411793
0.54,'yes','355083 ',0,0.237407229375094,0.286997996037826,0.635401335079223,0.603925823001191,0.499653748702258,0.212603602325544,0.0235498202964664,0.201007689815015,0.379832775797695,0.295735755236819,0.703359342645854,0.7057122788392,0.849249973893166,0.770434177480638,0.843552724923939,0.721224355744198
3.038,'no','332851  ',0,0.102409185143188,0.223614158807322,0.55440208199434,0.481094949645922,0.975433436920866,0.116927813505754,0.672611917834729,0.613640438299626,0.046305819414556,0.474538353271782,0.288519629277289,0.936513062566519,0.527732147602364,0.78071122453548,0.399823338491842,0.693687112536281
2.352,'yes','255445 ',0,0.209833152592182,0.61140144453384,0.472589994082227,0.141125251073390,0.854802372399718,0.326672530267388,0.96357431774959,0.287113659549505,0.509530075825751,0.701787177240476,0.902984441025183,0.951097866054624,0.518655220512301,0.219657691894099,0.557991340290755,0.93464600504376
4.9,'no','209352  ',0,0.781221093609929,0.631111976224929,0.98236866807565,0.200256663840264,0.272465596208349,0.696472026407719,0.627411496127024,0.430191704304889,0.120331322541460,0.0589580091182142,0.690274819731712,0.822125643258914,0.0113501185551286,0.129444522550330,0.160173428943381,0.346440196037292
2.71,'yes','358422 ',0,0.609143660869449,0.406871861079708,0.989415221847594,0.397031505824998,0.783081475645304,0.958281164756045,0.687593646813184,0.299525427399203,0.829232318792492,0.519483250565827,0.408875548280776,0.98797699273564,0.140820699511096,0.507320165401325,0.719641991658136,0.60021212277934
0.82,'yes','278854 ',0,0.234947744989768,0.492828380083665,0.833816594444215,0.390516772167757,0.447323271771893,0.302740840474144,0.299443801632151,0.86914913263172,0.0414042605552822,0.712507266784087,0.628962579416111,0.199038005666807,0.98534838622436,0.938013499369845,0.77520420588553,0.681803330779076
3.8479,'yes','332931 ',0,0.331621264107525,0.292131191352382,0.209539089119062,0.168155757244676,0.489307231036946,0.857902273070067,0.112791337538511,0.133495969465002,0.330978525802493,0.703310604207218,0.0109768148977309,0.543710294179618,0.975735605694354,0.621272896649316,0.390647442545742,0.373622154584154
2.31,'yes','278693 ',0,0.577387660741806,0.95926387491636,0.31382013252005,0.463911806931719,0.800051676575094,0.48994360701181,0.654898907523602,0.958742689341307,0.72940320149064,0.658368409611285,0.387301827780902,0.634456953266636,0.676221555564553,0.293977599125355,0.648657496785745,0.629496309906244
3.91,'no','180977  ',0,0.588824543869123,0.942770733730868,0.841778539586812,0.124332343228161,0.0488795873243362,0.466880561085418,0.905952427303419,0.804237728007138,0.789707437390462,0.683202764950693,0.639245219528675,0.480739970458671,0.154312013415620,0.0546894622966647,0.887492040172219,0.851385911228135
3.44,'no','238174  ',0,0.204852740047500,0.633821798488498,0.164560253499076,0.882558665471151,0.103197193937376,0.441752431215718,0.729444535216317,0.093736490001902,0.617153458530083,0.974866846110672,0.609914330765605,0.928902187850326,0.93849130673334,0.386781185399741,0.806725862203166,0.599146916996688
0.0331,'yes','191157 ',0,0.943527797237039,0.674552635056898,0.243453676346689,0.572938045486808,0.702215854311362,0.0275753487367183,0.137775860494003,0.35707592475228,0.79403614369221,0.064732706407085,0.534330792957917,0.347900018561631,0.283339856658131,0.0724251002538949,0.844984853640199,0.50188321666792
0.696,'yes','359951 ',0,0.233552545309067,0.129176809219643,0.945352333132178,0.706609579268843,0.953682688763365,0.799334328155965,0.94324023509398,0.497274822322652,0.069614629726857,0.104909966932610,0.384582368191332,0.465823641046882,0.823437444400042,0.218958402518183,0.839237372390926,0.706608786480501
2.512,'yes','335105 ',0,0.548534415196627,0.385616536950693,0.497752293013036,0.708878009812906,0.212647042702883,0.193454745924100,0.6924804081209,0.382660321891308,0.506450974848121,0.252240670379251,0.686069815419614,0.00533561175689101,0.471674983156845,0.425542832817882,0.208472945261747,0.292803171789274
0.83,'yes','151905 ',0,0.0410876320675015,0.266951065510511,0.724072947632521,0.594739332795143,0.090901656774804,0.812234439887106,0.356752169318497,0.389855117769912,0.656480483245105,0.617410106118768,0.225005933549255,0.987961237318814,0.597409316105768,0.0767275071702898,0.831323242979124,0.321471935138106
1.165,'no','259714  ',0,0.101721559418365,0.178404460893944,0.191427139099687,0.600910481996834,0.565080217784271,0.540815667714924,0.110753752058372,0.138461793772876,0.818279129918665,0.890681327553466,0.177291433792561,0.313400732353330,0.351292624603957,0.891454118303955,0.00168009451590478,0.121723874239251
8.1,'no','350184  ',0,0.0726153929717839,0.200907196151093,0.0725123409647495,0.392058900324628,0.0148097441997379,0.916477933060378,0.314478605287150,0.701074320124462,0.18378091417253,0.636721095070243,0.888534628320485,0.735573793528602,0.419067403767258,0.747163059888408,0.695733094122261,0.548414554912597
1.608,'yes','349510 ',0,0.275581425288692,0.197267938870937,0.453868615208194,0.599404575303197,0.462815549457446,0.89660227438435,0.334550564875826,0.181629652157426,0.677230024477467,0.901895634597167,0.0481362317223102,0.303258852567524,0.58673433563672,0.442261794582009,0.677945201983675,0.432883663568646
2.04,'yes','282003 ',0,0.930181773146614,0.307064705062658,0.226457743206993,0.616465498926118,0.24717062828131,0.85085764573887,0.193972599692643,0.80720149120316,0.445317147299647,0.164481041487306,0.168744316790253,0.580655330326408,0.606550194788724,0.567583855707198,0.81569302873686,0.636831464478746
2.752,'yes','374210 ',0,0.0109201674349606,0.232989040436223,0.110609176568687,0.060566296800971,0.37823794898577,0.710162197938189,0.643928715027869,0.839452176820487,0.016219130018726,0.0111308021005243,0.000940348487347364,0.100568531081080,0.538058797828853,0.260220764670521,0.768810144392774,0.437008804874495
1.092,'no','373674  ',0,0.244334573624656,0.773186143720523,0.299545869696885,0.00234681786969304,0.00909289089031518,0.739707647124305,0.32359367585741,0.899516159202904,0.292017957894132,0.619455366861075,0.774199180770665,0.470532169798389,0.948045143159106,0.180481517454609,0.623508940916508,0.86560816084966
0.54,'yes','221755 ',0,0.113176529062912,0.0353627337608486,0.95217384933494,0.0552701964043081,0.838485080515966,0.89133402146399,0.127542143920437,0.137188580119982,0.0087616399396211,0.31822759564966,0.418510274495929,0.535041316179559,0.562028247397393,0.574473679298535,0.548851248575374,0.534180361777544
1.71,'yes','373458 ',0,0.411349375965074,0.208507276605815,0.484208087204024,0.934302940033376,0.0287222012411803,0.0326046112459153,0.930563396541402,0.0215744148008525,0.677536070812494,0.416604954749346,0.776767514878884,0.809899807907641,0.574189048726112,0.95646715653129,0.625951527385041,0.650416172575206
2.9,'no','113120  ',0,0.625034117838368,0.0925576116424054,0.399272372946143,0.2234320002608,0.859629043610767,0.173405972542241,0.0935604088008404,0.59414135152474,0.0633891557808965,0.98147067753598,0.688520079711452,0.914738681400195,0.194775240030140,0.348395678214729,0.543974378146231,0.448803232284263
5.3,'no','150314  ',0,0.583921054843813,0.813707103952765,0.959602241404355,0.110343973850831,0.571320783812553,0.0825671434868127,0.83225733996369,0.0995419169776142,0.65393505920656,0.0155675054993480,0.25377319031395,0.749743306776509,0.677566135535017,0.0255547887645662,0.802793657872826,0.38699713232927
0.937,'yes','306757 ',0,0.298924843315035,0.413282274035737,0.755466614849865,0.435540364589542,0.459079647902399,0.949624398723245,0.0323297258000821,0.420532227260992,0.578058320330456,0.746959732612595,0.109245832543820,0.443150363862514,0.072866247035563,0.744151027873158,0.959890426602215,0.0222181535791606
1.95,'yes','306778 ',0,0.304062606533989,0.502221990842372,0.50838056136854,0.102192505728453,0.142385288374498,0.162570426007733,0.133863654918969,0.467295389855281,0.530341731384397,0.637296352069825,0.944677043473348,0.181402398971841,0.86489797057584,0.0501514121424407,0.51518313260749,0.586962427012622
1.51,'yes','208169 ',0,0.613626224221662,0.62876053340733,0.336062577087432,0.295116374036297,0.851402406347916,0.180456284666434,0.671887713251635,0.892074497649446,0.813372689299285,0.592899216106161,0.869824826484546,0.860806735465303,0.842482045060024,0.388531606411561,0.119731446262449,0.786276674130931
0.542,'yes','425151 ',0,0.0425970379728824,0.828960693208501,0.254408147418872,0.700430960860103,0.420760480687022,0.829760644584894,0.409600815968588,0.605542116332799,0.701149460859597,0.474288599798456,0.321095983032137,0.577693195315078,0.0203437637537718,0.437079268041998,0.891221695812419,0.898042686283588
0.544,'yes','350311 ',0,0.266115143895149,0.156159047270194,0.476701397914439,0.453366537811235,0.948217851808295,0.740296877222136,0.620952231576666,0.406342857517302,0.625137460883707,0.285936011699960,0.629305031849071,0.43782003945671,0.907103617442772,0.285566036356613,0.324224529089406,0.678263271925971
0.92,'yes','284856 ',0,0.00512360967695713,0.076741503784433,0.329205874120817,0.367453469429165,0.986220351420343,0.78585306275636,0.421031495323405,0.857466219458729,0.981092893285677,0.399953248212114,0.624706282047555,0.746802656445652,0.632690418511629,0.486722553614527,0.853433612501249,0.0968213353771716
