@relation input_data
@attribute Z numeric
@attribute uvot_detection {'no ','yes'}
@attribute useless numeric
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@data
1.314,'yes',0,0.968707364052534,0.403042832855135,0.737595734419301,0.435478864703327,0.873698296258226,0.541734647471458,0.302245958941057,0.175287790130824,0.558683776296675,0.509672859450802,0.721244059735909,0.0110177716705948,0.896186445374042,0.303744347766042,0.7680018118117,0.870007110526785,0.707673733122647,0.519082469400018,0.773477821610868,0.827949457103387,0.352186157600954,0.830284297699109,0.572023429209366,0.745577594731003,0.592603917699307,0.896666198037565,0.601912773679942,0.061048966133967,0.899311374407262,0.378977457759902
1.159,'yes',0,0.351650927215815,0.0607265084981918,0.421854423824698,0.110737493028864,0.0161437937058508,0.828609785297886,0.749115696409717,0.654909072211012,0.714686445891857,0.848579788813367,0.651281923055649,0.737374196061864,0.719282584264874,0.862196855712682,0.889185326639563,0.514568342827260,0.98074662592262,0.911323725013062,0.79183710878715,0.395987260853872,0.0691635496914387,0.786107905674726,0.508400950115174,0.470987330656499,0.630447133211419,0.700886511942372,0.238002940779552,0.374398278770968,0.609117206651717,0.299143054522574
3,'yes',0,0.621036669006571,0.510835928842425,0.734703592723235,0.134229640942067,0.788221518043429,0.0146201825700700,0.791536248056218,0.352605390362442,0.765591166215017,0.478519641328603,0.849112042225897,0.517562349326909,0.99155687354505,0.361737636616454,0.143147129565477,0.740965963806957,0.440492617199197,0.941102657234296,0.181569186504930,0.745062035275623,0.367932650260627,0.709060739958659,0.714449821040034,0.372244369704276,0.0112124921288341,0.940075794467703,0.577780328225344,0.159004812594503,0.994282484520227,0.722095463657752
6.7,'no ',0,0.0481007799971849,0.128510576440021,0.73411110509187,0.79928810801357,0.737140029203147,0.463425219524652,0.441764843650162,0.907097479328513,0.199867522809654,0.968758165603504,0.366146608721465,0.811700743390247,0.970762645592913,0.823266632156447,0.307259440887719,0.511849576607347,0.539376147324219,0.186352461809292,0.864557465072721,0.613339073257521,0.271803947398439,0.294111495837569,0.550257333321497,0.330882724607363,0.578568425262347,0.407573596807197,0.195597968995571,0.79672445752658,0.401675578206778,0.815197340911254
1.489,'yes',0,0.287413079990074,0.422289346344769,0.329583462560549,0.316688201390207,0.84206466958858,0.490076374495402,0.459027357865125,0.983309214934707,0.312869981629774,0.460335153155029,0.459532951237634,0.843275854829699,0.281224666861817,0.138065050123259,0.362178893294185,0.135746801039204,0.531430752482265,0.501523219281808,0.692267303355038,0.371575436554849,0.85408260836266,0.622125233989209,0.993025283096358,0.921281925169751,0.534080461831763,0.81834704009816,0.71003329148516,0.624587989877909,0.321209163172171,0.299723483389243
2.625,'yes',0,0.328596520936117,0.260951283620670,0.894498464651406,0.0574391651898623,0.677681943401694,0.952965909382328,0.887969401432201,0.973293936345726,0.230006283381954,0.0593801983632147,0.483775777975097,0.951695879921317,0.919008091557771,0.234322399133816,0.35531989345327,0.0838367831893265,0.492565751774237,0.394610056420788,0.465596754802391,0.66997678251937,0.89477845095098,0.0513728081714362,0.314175646286458,0.841872945893556,0.0551984224002808,0.63360149343498,0.653706279117614,0.662990077864379,0.150193808367476,0.52279152860865
4.41,'yes',0,0.31546679395251,0.672445991076529,0.524708609795198,0.435772026423365,0.375974058872089,0.829463774105534,0.719941529678181,0.436498895054683,0.0464030953589827,0.606054809642956,0.897476551588625,0.0545425941236317,0.794289398472756,0.259004834340885,0.98434036434628,0.562969210091978,0.478691091295332,0.235134082846344,0.948431970085949,0.545649846782908,0.141209486871958,0.74962050979957,0.143393882317469,0.848077508620918,0.814062828663737,0.195850342046469,0.850281084189191,0.0554018267430365,0.781796703580767,0.831343507394195
5.11,'yes',0,0.776025027269498,0.0291719138622284,0.843742270953953,0.222142123617232,0.872124240966514,0.216093962080777,0.446683539543301,0.904805378988385,0.627040148247033,0.485821890411898,0.621499763801694,0.586806163191795,0.713381869951263,0.337027117377147,0.590505945961922,0.524473752593622,0.480072166305035,0.168841290054843,0.148707883199677,0.787291585933417,0.412705225171521,0.588080702349544,0.412621557246894,0.779788128565997,0.639353772625327,0.621915076393634,0.691997539950535,0.412465426605195,0.00557367852889001,0.510881460271776
2.737,'yes',0,0.251733209704980,0.115063260309398,0.051114214817062,0.15544938785024,0.133147471118718,0.281912387581542,0.27462461264804,0.860894323326647,0.41152162454091,0.388060733210295,0.266594250453636,0.90497779706493,0.226315154926851,0.495428034337237,0.174534718971699,0.424793414538726,0.490415965905413,0.590983523288742,0.211415624944493,0.333167668897659,0.472841995535418,0.393832200439647,0.545008563902229,0.125266354298219,0.491361886495724,0.443207901669666,0.675565162673593,0.509111455874518,0.861416619736701,0.210327587556094
1.8,'yes',0,0.461432448821142,0.387640592409298,0.593769714701921,0.296255465829745,0.68487012386322,0.725936783710495,0.858632508432493,0.159806045005098,0.0608362564817071,0.390179060166702,0.744631469016895,0.178629651898518,0.0409743329510093,0.521834292681888,0.859556843759492,0.443769732490182,0.715459123719484,0.292628993047401,0.453877114225179,0.748284271219745,0.89457343192771,0.402377310208976,0.39842010801658,0.642554757650942,0.217495967168361,0.126703629503027,0.112897163955495,0.917067516362295,0.825801674509421,0.71563295647502
3.425,'yes',0,0.955891938880086,0.213729552924633,0.140879370039329,0.885293915867805,0.710358812939376,0.262999847764149,0.244465500349179,0.337530530523509,0.00187798356637359,0.122858721297234,0.64432187890634,0.944954508217052,0.404782959725708,0.376528433058411,0.403236513957381,0.409664917970076,0.701190355233848,0.758662248263136,0.684023082023486,0.851334498263896,0.391034923959523,0.666931654093787,0.976523526245728,0.0264248366001993,0.130229723174125,0.51975663844496,0.0200584901031107,0.95176497544162,0.342605587327853,0.726803799625486
2.4266,'yes',0,0.977359833428636,0.182141304714605,0.85369840101339,0.221249008318409,0.78691897704266,0.251164675224572,0.431426180526614,0.923928300384432,0.882535425946116,0.823929506586865,0.330686851870269,0.462588741211221,0.162420548964292,0.866454121423885,0.207645225804299,0.50470825470984,0.954122281633317,0.805516980355605,0.0221580418292433,0.799830499570817,0.0357517034281045,0.737791374092922,0.0814567441120744,0.498203860828653,0.478262088028714,0.949499361217022,0.577275687362999,0.646156428381801,0.0448764206375927,0.432277341606095
0.383,'yes',0,0.0683152764104307,0.106189352460206,0.445871806703508,0.230304542696103,0.647907632868737,0.414924995042384,0.547130021266639,0.532357675023377,0.497265822952613,0.666863686172292,0.664805481210351,0.0490065377671272,0.206580097554252,0.0075910969171673,0.0128114568069577,0.502181562595069,0.996113899862394,0.866597700864077,0.0545888058841228,0.423561726463959,0.348324071615934,0.759458180284128,0.369488064432517,0.959501766134053,0.0932323124725372,0.0177507631015033,0.088060667971149,0.559647466056049,0.323649760568514,0.450976715888828
0.617,'no ',0,0.58089071768336,0.150944600114599,0.471071343868971,0.865278234472498,0.0231167771853507,0.84006031602621,0.204359819181263,0.549329004017636,0.692835544003174,0.544863297371194,0.10932321799919,0.764533487381414,0.394965956453234,0.0447390736080706,0.429384967312217,0.130138618871570,0.563942529959604,0.778659600764513,0.121410662773997,0.848945108009502,0.500696495175362,0.521286536473781,0.980678107123822,0.855658399639651,0.148258042987436,0.145239497534931,0.0707224940415472,0.821482027648017,0.949193907668814,0.557816808111966
2.198,'yes',0,0.331972521729767,0.290710385190323,0.563419505720958,0.0768408188596368,0.514757977100089,0.82651957939379,0.292002624133602,0.213974370621145,0.241478560259566,0.441592169459909,0.275850927457213,0.658596854424104,0.153631318127736,0.917682812083513,0.448013045359403,0.911470676539466,0.0594097282737494,0.0696539031341672,0.0923501432407647,0.407523271627724,0.151037787785754,0.469836144242436,0.0204063628334552,0.615871609188616,0.41924107586965,0.685838060686365,0.519361957442015,0.235676411772147,0.260499215452000,0.523834002669901
1.23,'yes',0,0.353565417695791,0.824682180536911,0.538774216547608,0.502838348038495,0.615237986436114,0.260269639780745,0.69175110408105,0.0902179123368114,0.0434195739217103,0.0889400360174477,0.71901495102793,0.30851552891545,0.223097693640739,0.141939436551183,0.907398961251602,0.478374761296436,0.250875890487805,0.608135243179277,0.0578155091498047,0.300985702546313,0.517619744176045,0.416463728062809,0.323633955791593,0.907406243029982,0.603729347232729,0.603215618757531,0.325468805152923,0.844108644407243,0.67710516997613,0.728833319386467
1.261,'yes',0,0.792737545678392,0.499832357745618,0.331004475010559,0.787951175589114,0.211721985368058,0.325582550605759,0.89351323270239,0.344041211297736,0.866001435322687,0.206727773416787,0.647795788012445,0.458382692188025,0.601025864481926,0.809885025024414,0.0214330235030502,0.298902118578553,0.520023212302476,0.373903451953083,0.589845680398867,0.164286836283281,0.890643820399418,0.470260907895863,0.849478870164603,0.200657048029825,0.861846542917192,0.67345685325563,0.99520452041179,0.30670647835359,0.365652711829171,0.135922645684332
2.374,'yes',0,0.337808885145932,0.0305854887701571,0.21180795552209,0.818248043069616,0.00212287716567516,0.62074583908543,0.980915369698778,0.504255117150024,0.972138653509319,0.137980042258278,0.754963861312717,0.96375760762021,0.469263276783749,0.550751007162035,0.559480238007382,0.858347705332562,0.891804461600259,0.286854749312624,0.696742276195437,0.907594322925434,0.577689120778814,0.47764897509478,0.765696642920375,0.294538417831063,0.79845674475655,0.00566158746369183,0.770001380704343,0.151951486477628,0.534264348912984,0.166791055817157
2.692,'yes',0,0.46137951198034,0.332528822124004,0.578517321730033,0.880907998420298,0.596483712550253,0.141417439095676,0.956615476403385,0.803834585938603,0.455073144286871,0.0555418273434043,0.593372984556481,0.106823844602332,0.225327517138794,0.906314268708229,0.14212480885908,0.340387880802155,0.439647132297978,0.524115388281643,0.143938565161079,0.591697364579886,0.573938677087426,0.188789340434596,0.248788582161069,0.206097543006763,0.737377019133419,0.979930515401065,0.624762550229207,0.480523738311604,0.360492406180128,0.432082457002252
3.3,'no ',0,0.075417106738314,0.190592664061114,0.503271295689046,0.266120504122227,0.408905898453668,0.545739240711555,0.697576279286295,0.075313409557566,0.389063543174416,0.778699056245387,0.357142196502537,0.150784875499085,0.658629442565143,0.0685213971883059,0.226343916961923,0.533705746987835,0.59952249773778,0.446965109789744,0.49018859048374,0.257308733183891,0.55013068113476,0.312794293044135,0.862306799041107,0.630731735145673,0.270407864125445,0.577351410640404,0.218009431613609,0.0405410518869758,0.401013469556347,0.0683410372585058
0.703,'yes',0,0.104879366932437,0.277983716223389,0.494605555664748,0.417624764842913,0.571004937635735,0.689522350905463,0.96522046579048,0.710567073896527,0.369008027017117,0.821190413553268,0.316909988876432,0.554073369596153,0.704918764298782,0.788383424980566,0.289518735138699,0.408411955460906,0.996181123657152,0.497841689037159,0.679258217103779,0.523196158464998,0.420128675876185,0.860873267520219,0.0436329680960625,0.431899808347225,0.193348406814039,0.777871664613485,0.414341270457953,0.971346956212074,0.383608523290604,0.929399916902184
2.69,'yes',0,0.907206434523687,0.701500685885549,0.486187276896089,0.813563767354935,0.254411618458107,0.571121422806755,0.825411287602037,0.379910755669698,0.836058045737445,0.0663104925770313,0.623823173344135,0.731858752667904,0.0313909954857081,0.711518573807552,0.882218204671517,0.0887674568220973,0.0417615510523319,0.748431037180126,0.392060566227883,0.314677561866120,0.196395166218281,0.422434168867767,0.833868087735027,0.203974586678669,0.519683021120727,0.993518630275503,0.0899901685770601,0.652141341241077,0.268373826518655,0.621871653012931
6.29,'no ',0,0.0581602025777102,0.899830957408994,0.513561693252996,0.570760815637186,0.190274169901386,0.975365791702643,0.930288003291935,0.524999528191984,0.670741775538772,0.298583088209853,0.0844560423865914,0.497283518780023,0.329610262066126,0.620881241746247,0.579326862003654,0.101402638247237,0.935737929074094,0.0783393720630556,0.869388797087595,0.953576958272606,0.114984256215394,0.861561603611335,0.394683574093506,0.139125042362139,0.823015169473365,0.707311680540442,0.440341208130121,0.84524366306141,0.790395418182015,0.94563272409141
3.35,'yes',0,0.559304759372026,0.418058617506176,0.848429696634412,0.982706102309749,0.833527947310358,0.228268971433863,0.316554883262143,0.846553491661325,0.628655772656202,0.328974484233186,0.514286585152149,0.265937414718792,0.105105954920873,0.446031836559996,0.00675542070530355,0.0202861309517175,0.079203832661733,0.929076799657196,0.778630041051656,0.133820523042232,0.583364870864898,0.986475754994899,0.0741027353797108,0.96539704571478,0.329928882652894,0.88926085154526,0.0814916982781142,0.354417835362256,0.220250587910414,0.433216087985784
1.1,'yes',0,0.859459296567366,0.35529549815692,0.234703714726493,0.418716150103137,0.24292303272523,0.832847794052213,0.297448907978833,0.427713559241965,0.50562510616146,0.488929336424917,0.909528095275164,0.449654509779066,0.990696805529296,0.815527698257938,0.236934738699347,0.142575724748895,0.993604476563632,0.106501865433529,0.346524651860818,0.563273678068072,0.0303767793811858,0.906372975790873,0.617664667777717,0.44501455174759,0.922913072630763,0.522195641882718,0.913495542481542,0.268090370576829,0.0214366253931075,0.266243586549535
2.433,'yes',0,0.800935463281348,0.459226614329964,0.322076660348102,0.176742116454989,0.162129934877157,0.452335112262517,0.708072254899889,0.354492831043899,0.763303867774084,0.0750466682948172,0.00311131193302572,0.26349933212623,0.402916864957660,0.282544640125707,0.23608379997313,0.566576187498868,0.85828661522828,0.524180101463571,0.975106213707477,0.732916597509757,0.575054966611788,0.273560744477436,0.0778456316329539,0.125757737318054,0.0958481663838029,0.172418603207916,0.274408809607849,0.422160782152787,0.91912400862202,0.665863445959985
0.606,'yes',0,0.362059717765078,0.602611755486578,0.145119974622503,0.768587797181681,0.541621160227805,0.0826127051841468,0.796250932151452,0.823433089768514,0.931184157729149,0.323776905192062,0.693955342052504,0.198905034223571,0.624342038761824,0.201457253424451,0.863753070123494,0.791418557986617,0.522112523438409,0.052749102935195,0.84460588847287,0.858608828159049,0.201249453471974,0.8972120184917,0.194853901863098,0.778672435320914,0.662637705449015,0.602310759946704,0.668525353074074,0.741615909850225,0.594245098764077,0.702489748829976
0.4428,'yes',0,0.854771285550669,0.69582637376152,0.413693401496857,0.434270625235513,0.795970104401931,0.89110707771033,0.410627402365208,0.417849088320509,0.674645473714918,0.0760690215975046,0.78686989704147,0.988697214750573,0.575291860150173,0.997121231164783,0.743855685694143,0.894106139196083,0.942027253564447,0.589932971866801,0.133070809999481,0.301165809389204,0.593534779269248,0.521047604037449,0.135926833609119,0.227446603123099,0.971985060954466,0.974557957379147,0.396879522362724,0.809574212878942,0.498123551951721,0.533764906227589
1.545,'yes',0,0.265558434417471,0.0745753985829651,0.428847599076107,0.041817338205874,0.501008644234389,0.934506685473025,0.150004044640809,0.446048536105081,0.250594179378822,0.86674490920268,0.993776775198057,0.320862676948309,0.759826144203544,0.570129701169208,0.33136783959344,0.933906996622682,0.911996873095632,0.230608670506626,0.460780531400815,0.321500722318888,0.408807879779488,0.84308380051516,0.190011184895411,0.325324974954128,0.849656248930842,0.137972036842257,0.0773652612697333,0.642133433837444,0.966088481480256,0.0347027985844761
0.783,'no ',0,0.691159177338704,0.87004600954242,0.708638676209375,0.761573111638427,0.540412952657789,0.421671591000631,0.528709505219012,0.0960871481802315,0.515748758567497,0.422671558335423,0.814883788581938,0.583435324253514,0.923279297770932,0.0909686712548137,0.821047241101041,0.908680452033877,0.619414450367913,0.0313807786442339,0.521960721584037,0.757670449791476,0.722576888510957,0.952605524100363,0.47786890855059,0.645230013178661,0.829088989878073,0.330244728364050,0.52670319750905,0.797344693681225,0.950860107084736,0.726033848011866
4.045,'yes',0,0.612740476848558,0.484187592053786,0.94930043607019,0.726518135285005,0.460583583218977,0.595238373847678,0.653964078286663,0.93063015025109,0.369631657842547,0.748001443687826,0.884233688004315,0.622422983171418,0.544780211290345,0.37115831207484,0.277017659973353,0.607348968042061,0.162263720063493,0.958377740578726,0.183119166642427,0.297572854207829,0.918306369101629,0.719919446390122,0.880581509089097,0.416840739082545,0.522454765858129,0.0452189994975924,0.628322159871459,0.958923146827146,0.785341742448509,0.954021823825315
0.947,'no ',0,0.853897345717996,0.131548914592713,0.348221273627132,0.642037758836523,0.932429602602497,0.377971480833367,0.731437537586316,0.252768398728222,0.867156671825796,0.618310534628108,0.436522565549240,0.922121353913099,0.393638086505234,0.187505593290552,0.673874941188842,0.284847994800657,0.610458239214495,0.385049727279693,0.690663421992213,0.543100595707074,0.0433373351115733,0.549925355939195,0.992897427873686,0.628500671358779,0.669299028813839,0.597038219682872,0.783771145623177,0.790150855435058,0.635060200933367,0.166133337188512
3.221,'yes',0,0.582658722531050,0.0846837065182626,0.575377956032753,0.441207728814334,0.600462766131386,0.0837510912679136,0.223993052262813,0.989939818624407,0.238589450251311,0.874965515453368,0.440483089303598,0.265784439863637,0.8946220590733,0.305111039197072,0.261497077066451,0.243217665934935,0.700398915912956,0.874925769865513,0.560593977803364,0.745237419847399,0.288629904855043,0.373581673251465,0.0673235137946904,0.0354945615399629,0.227630840381607,0.618294768501073,0.530276261735708,0.512978061102331,0.825959040317684,0.360989339184016
2.6147,'yes',0,0.115960689727217,0.188332270365208,0.271917619509622,0.157977845286950,0.136740890564397,0.128706830553710,0.561615717364475,0.330971932969987,0.397390369791538,0.932132513727993,0.56197303510271,0.532926880056038,0.154177916701883,0.482235799077898,0.85823079990223,0.906344576971605,0.514501789351925,0.533282143995166,0.501889396924525,0.247410601004958,0.669296480016783,0.739479685202241,0.973190189572051,0.746336698299274,0.856968512991443,0.0100860865786672,0.205886682495475,0.905910747824237,0.202264744089916,0.481502954382449
5.6,'no ',0,0.754376236349344,0.199227330973372,0.814601487247273,0.607509134104475,0.0553127666935325,0.0200055378954858,0.863947336794809,0.706535022472963,0.743808419210836,0.0880869433749467,0.0245224758982658,0.551288819173351,0.591244192095473,0.153671809472144,0.383388952352107,0.543200350366533,0.600358146708459,0.881528147496283,0.587590904673561,0.40306112379767,0.0243399157188833,0.29728872445412,0.339594060089439,0.082368180854246,0.340595194138587,0.5114729416091,0.366341916145757,0.778718539047986,0.58018310344778,0.257568946341053
3.2,'no ',0,0.0774992345832288,0.295403912430629,0.70449586212635,0.0344277378171682,0.292476075701416,0.0214561328757554,0.900316929910332,0.111029342049733,0.0863325502723455,0.326197323389351,0.370515785180032,0.704588895430788,0.92159726144746,0.747666539391503,0.857625669566914,0.372930283891037,0.194580111885443,0.407968136947602,0.0618484632577747,0.0938782629091293,0.98134946799837,0.761362514691427,0.65265207272023,0.423340277047828,0.0581748159602284,0.742329467087984,0.243943839101121,0.326114375842735,0.597979406593367,0.635068278061226
2.346,'yes',0,0.624488875968382,0.183218030026183,0.160705526825041,0.264219021424651,0.620903303613886,0.982126523042098,0.792106579989195,0.101063852896914,0.547070000786334,0.332720574690029,0.748245343565941,0.404988131020218,0.399883222999051,0.272131502628326,0.460018716752529,0.128475246718153,0.571833123220131,0.944704526336864,0.482216870412230,0.9911569848191,0.948849969077855,0.290969819761813,0.97614988218993,0.546209135092795,0.458238636376336,0.304755725199357,0.119550887262449,0.615116833942011,0.682512497063726,0.161393293179572
0.08,'no ',0,0.501822060905397,0.87184978555888,0.361268362030387,0.108783219708130,0.558605558704585,0.0191111241001636,0.814593566814438,0.276023103622720,0.746996620902792,0.699976666364819,0.348276719683781,0.191228469833732,0.92137126205489,0.559621440479532,0.562739438842982,0.188118170015514,0.578887143637985,0.843942181905732,0.35822738124989,0.139296332607046,0.128278641030192,0.980618917150423,0.13839385448955,0.112324131652713,0.878937071887776,0.415061490377411,0.322638581506908,0.763212268706411,0.435110720340163,0.924239453161135
4.349,'no ',0,0.367153318133205,0.800468817120418,0.178362031001598,0.336753698764369,0.32094411784783,0.056605915306136,0.66863781795837,0.805994432186708,0.571171482326463,0.911213409621269,0.817768863867968,0.168131830170751,0.836281188298017,0.702038155635819,0.789635835913941,0.289100494934246,0.393811368383467,0.017119066324085,0.626245739171281,0.104710285086185,0.72941388678737,0.0925106755457819,0.398137787124142,0.0297377409879118,0.592998669715598,0.589458828326315,0.504358162172139,0.20566491689533,0.954547250876203,0.529654139420018
1.55,'yes',0,0.65255937515758,0.645226715365425,0.199050045805052,0.302423808258027,0.265195585554466,0.00427106348797679,0.738755671773106,0.891144984634593,0.491971026174724,0.58680263813585,0.102697633439675,0.115797917125747,0.542659411206841,0.218617104459554,0.0127028070855886,0.484355530468747,0.141157072503120,0.190270729130134,0.686473868321627,0.676674184622243,0.812071804422885,0.074686698615551,0.305106732761487,0.0565494885668159,0.398412071401253,0.829514938639477,0.369301364291459,0.718681344529614,0.66187138762325,0.41899348446168
0.97,'yes',0,0.686188332969323,0.0835024060215801,0.48492855578661,0.915115028154105,0.129370822804049,0.444603014970198,0.495838217902929,0.41961676790379,0.369326731888577,0.109259346500039,0.24921037373133,0.00131874578073621,0.0228825402446091,0.88364599389024,0.253275249619037,0.682684673229232,0.352621110854670,0.710316145792603,0.778039527824149,0.734223244013265,0.0341552463360131,0.830202298704535,0.392414077185094,0.703198943287134,0.0781439282000065,0.763623325852677,0.970228399382904,0.213987247319892,0.319691102486104,0.653005918953568
1.605,'no ',0,0.739706022897735,0.874233830720186,0.0752267641946673,0.725842176238075,0.22744547133334,0.975316078402102,0.297567816916853,0.544347273884341,0.473675987450406,0.53644882212393,0.712636854732409,0.373190781101584,0.474237617570907,0.132534759584814,0.935313349356875,0.55116603965871,0.393666367977858,0.490582530386746,0.970216344343498,0.166059041162953,0.850527275819331,0.825736444210634,0.456544420216233,0.884443731047213,0.464068754343316,0.17718296777457,0.508949260693043,0.673293991247192,0.639564505778253,0.478229484520853
0.49,'yes',0,0.193918304983526,0.0134698029141873,0.717782061547041,0.63517932780087,0.1841039666906,0.559361840132624,0.295713330851868,0.0119883527513593,0.114010582910851,0.860634725773707,0.0264359479770064,0.819281179225072,0.919769295491278,0.0775542573537678,0.616586830699816,0.461443906417117,0.347924101399258,0.590623646974564,0.0105154167395085,0.960050292313099,0.614100892096758,0.400912025477737,0.966283536050469,0.318806434748694,0.077238883357495,0.279975786339492,0.465763333719224,0.892248562769964,0.475095400353894,0.319576085545123
1.24,'no ',0,0.291333059081808,0.63829953293316,0.208730664569885,0.830993194831535,0.936976910103112,0.356093566166237,0.358652670867741,0.290703496895730,0.0615046075545251,0.876564740668982,0.140313487034291,0.868373641045764,0.345849723089486,0.084467756561935,0.496394242392853,0.0388162923045456,0.0369216140825301,0.41632702993229,0.383283446310088,0.0706721937749535,0.264345991890877,0.0501678287982941,0.236758812097833,0.75592013145797,0.700545048806816,0.603020430309698,0.848467413103208,0.980487228836864,0.134256923571229,0.595445141196251
1.29,'no ',0,0.547889173263684,0.237155069131404,0.343840935966,0.69147223001346,0.0854138953145593,0.306873778114095,0.94917341414839,0.429136919789016,0.99514808342792,0.901332992361858,0.87266883905977,0.765614459523931,0.340642412658781,0.0792981905397028,0.916972373379394,0.713083788286895,0.313830306986347,0.562718988396227,0.519713144283742,0.345186027931049,0.863249187124893,0.199531990569085,0.238135678926483,0.540377154480666,0.788607767084613,0.981043878011405,0.0483566015027463,0.325484922388569,0.903791144723073,0.00952704553492367
3.082,'yes',0,0.0996412148233503,0.260488456580788,0.374280501622707,0.586587266298011,0.620995934819803,0.3353804750368,0.192914732731879,0.123837596504018,0.603054157458246,0.343598439358175,0.871007311623544,0.811517250258476,0.887159432517365,0.127185752149671,0.714866158552468,0.44890240044333,0.735484120901674,0.0936340282205492,0.987069822615013,0.136510582407936,0.783863606164232,0.0473456159234047,0.100465593161061,0.159514070954174,0.758532247506082,0.93421219335869,0.325556242605671,0.468154196627438,0.138756647240371,0.715140290791169
1.03,'yes',0,0.495696006575599,0.89764995709993,0.0791144357062876,0.7385149509646,0.245416193269193,0.857002323726192,0.497144716093317,0.67481396975927,0.730215481715277,0.159503046656027,0.00645014829933643,0.643659739056602,0.989239064743742,0.651943289441988,0.627657050034031,0.220220986986533,0.520878604846075,0.0402019436005503,0.292461028788239,0.520665226038545,0.0579089315142483,0.181707888608798,0.632525086635724,0.221979225752875,0.191828433657065,0.655877595068887,0.277610664255917,0.588947276119143,0.310412831138819,0.399645453318954
2.45,'no ',0,0.545302917947993,0.261715138098225,0.553568609291688,0.668757278006524,0.222383774584159,0.559190848376602,0.0282656596973538,0.99797857645899,0.258966625435278,0.167846628231928,0.345308835385367,0.140495761763304,0.257592248031870,0.602122058626264,0.410936307627708,0.390067794825882,0.666792253497988,0.985519489040598,0.216022330103442,0.765338552650064,0.00136048812419176,0.19449358782731,0.854414506582543,0.260508046718314,0.484136715531349,0.539959991816431,0.199500516057014,0.55934809637256,0.739802792901173,0.0871182642877102
0.971,'yes',0,0.95606829924509,0.595682671992108,0.00336574646644294,0.424728251993656,0.523007529322058,0.748983968049288,0.545248504262418,0.781506222207099,0.214872005162761,0.86648534052074,0.216721231816337,0.515562143409625,0.239428780507296,0.790278300642967,0.189571820665151,0.950949610443786,0.232441529631615,0.345693625742570,0.182592819444835,0.219808637397364,0.942617881810293,0.20389167428948,0.920131776947528,0.095189723186195,0.231647773645818,0.460670095635578,0.772030406165868,0.108790248632431,0.873739264672622,0.648654956836253
3.24,'yes',0,0.117188958683982,0.448875327361748,0.763109852792695,0.128196695586666,0.722517415415496,0.130706937750801,0.118221643613651,0.294409677153453,0.606689396547154,0.114787071244791,0.65704995393753,0.865262245759368,0.215547588653862,0.41555872769095,0.879883534042165,0.372823593672365,0.42135838419199,0.892587988171726,0.356635767733678,0.655803595669568,0.700188535498455,0.0108464804943651,0.96114829997532,0.716337065445259,0.429015186149627,0.763596675125882,0.97506965463981,0.392443305114284,0.966908944770694,0.105218528304249
2.17,'yes',0,0.64371176622808,0.0284073031507432,0.459099266212434,0.508383975364268,0.417197030503303,0.658081200439483,0.136528268689290,0.396996335126460,0.570299399551004,0.785198159981519,0.463848896790296,0.798632705351338,0.244051318848506,0.156866741599515,0.184791856445372,0.708021970000118,0.69015599344857,0.00320969941094518,0.754379856633022,0.092347661498934,0.660674460697919,0.0648257879074663,0.230394603451714,0.144417947623879,0.49472232745029,0.0951614051591605,0.68861263920553,0.946158582577482,0.477559969294816,0.857198081212118
4.667,'yes',0,0.521419743774459,0.0615073058288544,0.640365888131782,0.735913635464385,0.648030360694975,0.815348384901881,0.181661705486476,0.948665576986969,0.756535785039887,0.109841687371954,0.206818876089528,0.415740503696725,0.379660232458264,0.168691355269402,0.866345893591642,0.527839330490679,0.862066427944228,0.877296106424183,0.996506514260545,0.193004120839760,0.479446744080633,0.292219476075843,0.103035180363804,0.722641826374456,0.784278685227036,0.513742227107286,0.625939914025366,0.95102635025978,0.529822786105797,0.863169975345954
2.821,'yes',0,0.671801078366116,0.0811453773640096,0.471310624852777,0.393852334236726,0.857602968579158,0.908631466329098,0.098346245707944,0.268499949015677,0.485450902953744,0.477630737470463,0.594351096777245,0.46967442240566,0.794883037684485,0.468046277761459,0.923552986467257,0.656678688246757,0.723130341386423,0.0665130079723895,0.311318454332650,0.906300978036597,0.860820366768166,0.991909648757428,0.0223211902193725,0.945098311407492,0.206999966176227,0.491736704017967,0.814622823847458,0.374962595058605,0.768853725632653,0.282573419855908
