@relation input_data
@attribute Z numeric
@attribute A numeric
@attribute B numeric
@attribute EP0 numeric
@attribute FL numeric
@attribute FLX_PC_LATE numeric
@attribute GAM_PC numeric
@attribute MAX_SNR numeric
@attribute NH_PC numeric
@attribute T90 numeric
@attribute bat_image_signif numeric
@attribute bat_img_peak numeric
@attribute bat_trigger_dur numeric
@attribute PROB_Z_GT_4 numeric
@attribute bat_is_rate_trig {'no','yes'}
@attribute uvot_detection {'no','yes'}
@attribute triggerid_str {'103780','106709','111063','111529','111622','113120','114753','117504','130088','131560','147478','148225','148646','148833','150314','151207','151905','152113','153514','154112','156467','163136','163170','163438','174738','176453','177408','177533','178750','179968','180455','180977','191157','192059','205851','207399','208169','209352','209755','211117','211957','213486','213630','213823','214805','217704','217805','219101','221755','228006','228316','228581','229185','231231','231362','232339','232683','238108','238174','239899','240766','252593','255445','259714','263361','271019','275087','276205','278693','278854','279592','280706','282003','282066','284856','285654','286809','287364','292934','293707','293795','294835','295670','296805','297114','299787','301981','302888','305288','306757','306778','308041','309010','309096','309111','310613','312047','313087','313116','313299','313417','316204','316534','317508','319016','319036','319584','323898','324561','324895','326115','330856','331093','332851','332931','334877','335105','336489','337914','338895','342121','346386','349510','350184','350311','352190','352648','353540','355083','357512','358422','359530','359711','359951','370791','370846','373172','373458','373674','374210','375246','377179','378559','412982','414592','416103','416135','419797','420398','421814','425151'}
@attribute useless1 numeric
@attribute useless2 numeric
@attribute useless3 numeric
@attribute useless4 numeric
@attribute useless5 numeric
@attribute useless6 numeric
@attribute useless7 numeric
@attribute useless8 numeric
@attribute useless9 numeric
@attribute useless10 numeric
@attribute useless11 numeric
@attribute useless12 numeric
@attribute useless13 numeric
@attribute useless14 numeric
@attribute useless15 numeric
@attribute useless16 numeric
@attribute useless17 numeric
@attribute useless18 numeric
@attribute useless19 numeric
@attribute useless20 numeric
@attribute useless21 numeric
@attribute useless22 numeric
@attribute useless23 numeric
@attribute useless24 numeric
@attribute useless25 numeric
@attribute useless26 numeric
@attribute useless27 numeric
@attribute useless28 numeric
@attribute useless29 numeric
@attribute useless30 numeric
@attribute useless31 numeric
@attribute useless32 numeric
@attribute useless33 numeric
@attribute useless34 numeric
@attribute useless35 numeric
@attribute useless36 numeric
@attribute useless37 numeric
@attribute useless38 numeric
@attribute useless39 numeric
@attribute useless40 numeric
@attribute useless41 numeric
@attribute useless42 numeric
@attribute useless43 numeric
@attribute useless44 numeric
@attribute useless45 numeric
@attribute useless46 numeric
@attribute useless47 numeric
@attribute useless48 numeric
@attribute useless49 numeric
@attribute useless50 numeric
@attribute useless51 numeric
@attribute useless52 numeric
@attribute useless53 numeric
@attribute useless54 numeric
@attribute useless55 numeric
@attribute useless56 numeric
@attribute useless57 numeric
@attribute useless58 numeric
@attribute useless59 numeric
@attribute useless60 numeric
@attribute useless61 numeric
@attribute useless62 numeric
@attribute useless63 numeric
@attribute useless64 numeric
@data
2.433,-1.56,?,109.165,5.8812e-06,?,2.1677,74.8,?,46.62,9.06,209,0.512,0.0953979,'yes','yes','309096',0.902533068554476,0.841251657577232,0.619799370178953,0.181039585731924,0.791887444444,0.901222201064229,0.697878860868514,0.251281527569517,0.495865328935906,0.0593676285352558,0.653437362285331,0.00591584271751344,0.295575389871374,0.94137071003206,0.963044673204422,0.856896907789633,0.875504528405145,0.996639774180949,0.6718770256266,0.618310683872551,0.33142124582082,0.263081589713693,0.110308840405196,0.302288544364274,0.730647563934326,0.160248586675152,0.481148623395711,0.451238346053287,0.890412578592077,0.127941676881164,0.0353535742033273,0.248153141001239,0.887284624855965,0.600359050324187,0.98380994098261,0.982186747714877,0.0599925725255162,0.118494117865339,0.889238130999729,0.0108387651853263,0.367973393760622,0.393975637387484,0.731775798369199,0.267998474184424,0.84137159702368,0.264206151477993,0.553932471899316,0.168249683920294,0.822319468017668,0.413268441101536,0.904160738922656,0.216173225082457,0.96616273559630,0.941521895583719,0.555570468539372,0.416855102172121,0.324257191037759,0.146922746673226,0.566022428683937,0.181105434894562,0.684486191952601,0.718889897456393,0.937939117196947,0.762174346717075
0.606,-0.83,?,81.5773,1.8614e-05,1.402e-05,1.9805,339.9,?,9.1,18,?,0.064,0.0123453,'yes','yes','130088',0.400689605856314,0.64959013974294,0.0706683942116797,0.221132109640166,0.454351550200954,0.705795878078789,0.90636249887757,0.989789257990196,0.0317124989815056,0.521788291400298,0.998123823897913,0.481397109571844,0.663719745818526,0.702238123863935,0.606066488660872,0.321908362209797,0.815676582278684,0.796925366856158,0.97475673747249,0.796997536206618,0.676749943057075,0.921927473973483,0.537586289457977,0.804363621631637,0.790583595633507,0.848696219734848,0.217977287946269,0.956930780317634,0.453369873575866,0.405967662110925,0.858503649244085,0.612693639239296,0.79560422571376,0.572798761539161,0.832789628067985,0.961590671213344,0.0786188708152622,0.631391294533387,0.150413288734853,0.0256565809249878,0.355672479141504,0.923696876969188,0.118716061813757,0.384059654548764,0.499939277768135,0.324493486899883,0.345799666829407,0.00427994132041931,0.457455608295277,0.401662451215088,0.153784054331481,0.241501183947548,0.403948774095625,0.722714430186898,0.410142291337252,0.573284965008497,0.515056487871334,0.32945745671168,0.154191961279139,0.81986880581826,0.312339418800548,0.93111628619954,0.34037040383555,0.420863195322454
0.4428,-0.4666,?,33.4456,?,8.364e-06,2.7283,8.1,-0.054,8.37,9.39,437,4.096,0.052543,'yes','yes','209755',0.196455601602793,0.265053120674565,0.409237151034176,0.765015092445537,0.597508568316698,0.127628707559779,0.618052536156029,0.905446312157437,0.959154354408383,0.626492829993367,0.644554030615836,0.188519455725327,0.051945589017123,0.646141774952412,0.264539015246555,0.282335555180907,0.891818792326376,0.364979239879176,0.955409050686285,0.311684918124229,0.378068145830184,0.791664326563478,0.0164997221436352,0.397785855224356,0.388122605159879,0.791791431605816,0.0415216956753284,0.248908857582137,0.37751775002107,0.596625624690205,0.308696503285319,0.0653993815649301,0.923382556065917,0.937156854663044,0.78408742765896,0.137458568904549,0.734996958635747,0.991435752948746,0.613706658827141,0.889335551764816,0.823749505681917,0.47204232448712,0.289147178176790,0.951022850116715,0.159736216766760,0.504463443066925,0.347172118257731,0.472647076239809,0.864341384265572,0.962875823955983,0.983134608482942,0.770030292216688,0.245052230311558,0.319861056515947,0.171490955865011,0.196312230778858,0.623750443570316,0.81677092728205,0.602857919409871,0.678814677055925,0.0413454212248325,0.694359458982944,0.221536882920191,0.537302424898371
1.545,?,-3.3547,19.0219,5.8137e-08,?,2.2331,8.3,?,2.97,?,?,?,0.0201623,?,'yes','312047',0.217292765853927,0.655282948864624,0.441603624261916,0.987448182655498,0.195533787366003,0.712677194736898,0.471293154871091,0.80370279867202,0.63033815426752,0.703595092287287,0.312653207918629,0.533142897998914,0.0813636507373303,0.116109053837135,0.0436504979152232,0.0733556828927249,0.736313679488376,0.586671411059797,0.545062506105751,0.0793845888692886,0.766868976410478,0.276732881553471,0.347392635885626,0.280294688185677,0.901412890059873,0.937207116745412,0.665075345197693,0.702171938959509,0.827307185158134,0.783470334019512,0.487107250373811,0.676628876011819,0.405640554148704,0.364892671117559,0.698532518465072,0.714138547191396,0.236229032976553,0.21792210964486,0.908723622793332,0.623508851509541,0.921322260051966,0.954623971600085,0.568601327482611,0.481593211647123,0.845980694051832,0.261867285007611,0.400938841048628,0.101219882955775,0.602414178429171,0.160697625018656,0.878174514742568,0.321289939805865,0.272977744694799,0.615777409402654,0.606049303896725,0.567925083916634,0.327024538069963,0.119184192735702,0.993774907197803,0.348485376918688,0.186082237865776,0.209354298887774,0.813180939061567,0.982895201770589
0.783,-1.7367,?,74.3109,3.8019e-06,0.0001085,2.7826,15.1,0.483,205.92,7,1260,64,0.290466,'no','no','179968',0.973012099973857,0.213203341467306,0.849768428364769,0.68191888765432,0.654470757348463,0.846059417817742,0.304954759543762,0.281695604557171,0.802707332186401,0.0328250338789076,0.37519494863227,0.511993691790849,0.863062121672556,0.660109737422317,0.958529165480286,0.0629250591155142,0.191424150485545,0.605289952130988,0.735175690846518,0.954575528623536,0.163486714940518,0.0326167098246515,0.908358027925715,0.590964533388615,0.499872537096962,0.294222546508536,0.58424810692668,0.0242827183101326,0.644086867570877,0.102611840236932,0.764993433840573,0.711054295301437,0.0864864652976394,0.84703569021076,0.917521497234702,0.52674680412747,0.731514341430739,0.0524257880169898,0.434617650229484,0.911721070297062,0.131722593214363,0.514168396824971,0.797660337761045,0.92480039363727,0.772734142374247,0.52474430622533,0.607573401881382,0.296026667347178,0.589402275625616,0.322087676497176,0.451641752151772,0.497296307934448,0.109576506074518,0.095216624205932,0.146658697165549,0.557887411210686,0.85539807821624,0.686301909387112,0.0927321454510093,0.894484448013827,0.807076257420704,0.131996776908636,0.314427504315972,0.57413358357735
4.045,-1.1843,?,?,1.0442e-06,5.761e-06,1.8758,45.1,?,6.06,10.17,199,0.512,0.11637,'yes','yes','180455',0.064621586818248,0.420469553209841,0.531201732810587,0.487989700166509,0.137930046999827,0.677847120445222,0.833998570684344,0.866066141985357,0.0844391423743218,0.96566833741963,0.210246192757040,0.783773802919313,0.404949145391583,0.982757995836437,0.566924237413332,0.977085195248947,0.454624110367149,0.862212582491338,0.150432449067011,0.679576948983595,0.128519342280924,0.719656376400962,0.97661471599713,0.365361967822537,0.941885783337057,0.937281400663778,0.860358351143077,0.528435768326744,0.85827141138725,0.99853286310099,0.791661636671051,0.994571794290096,0.955543985357508,0.0197205604054034,0.0273638784419745,0.924806913826615,0.166383875999600,0.129085894441232,0.805442150915042,0.310066428268328,0.933579195057973,0.708550900919363,0.873386065242812,0.436999572208151,0.486557966098189,0.420052122324705,0.887980857864022,0.451534262159839,0.605580817442387,0.172987685073167,0.675945786759257,0.0823399538639933,0.959288832731545,0.46567227342166,0.953954867087305,0.98840304184705,0.683111659483984,0.276654905173928,0.939219509484246,0.608878795988858,0.0109772421419621,0.286521548405290,0.535469120601192,0.133514977293089
0.947,-1.4663,?,57.3167,5.1358e-06,?,2.0516,136.3,?,34.68,0,0,0,0.0341254,'yes','no','293795',0.269722692202777,0.275691484566778,0.169812983134761,0.645730460295454,0.209610081976280,0.596320495242253,0.223150768550113,0.368192325579002,0.234545712126419,0.604857947444543,0.128771779825911,0.171518959803507,0.882358116330579,0.888856163015589,0.133310226956382,0.834516719914973,0.810003733728081,0.720640922198072,0.36816466669552,0.404822973767295,0.413651052163914,0.216353406896815,0.594586274120957,0.980311698047444,0.617760587250814,0.934387488057837,0.388062125304714,0.562711116857827,0.988519708393142,0.643176520941779,0.428548871306702,0.0535782559309155,0.146099800476804,0.623362896963954,0.0099378856830299,0.30035763932392,0.704552858136594,0.651589654851705,0.264271318446845,0.821839180076495,0.0304995665792376,0.713822479359806,0.890782332979143,0.829675044864416,0.31494849268347,0.732910931110382,0.696818590397015,0.975129405036569,0.780952424975112,0.454188873525709,0.429988441988826,0.450606636004522,0.742499741259962,0.665054709417745,0.571500874357298,0.178027910413221,0.320955813163891,0.356412523426116,0.270615555811673,0.80363103793934,0.198348617646843,0.116330691147596,0.367257468169555,0.475029020337388
3.221,-1.8763,?,?,1.8464e-06,1.082e-05,1.9953,23.5,-0.021,295.55,9.05,179,0.512,0.181242,'yes','yes','211957',0.476347789634019,0.447285323170945,0.567854987457395,0.252924206200987,0.85897982120514,0.79234150215052,0.314975266344845,0.7091699691955,0.860658555058762,0.575453349156305,0.927235441515222,0.633850706275553,0.818275813711807,0.653602303471416,0.33539293310605,0.39916540007107,0.58341000485234,0.979847344337031,0.895775203825906,0.425785509636626,0.152796933660284,0.523911892669275,0.389569540973753,0.866998685989529,0.503209252841771,0.140708858845755,0.810230324277654,0.68261725595221,0.384395877132192,0.313715696334839,0.446900672046468,0.960040358360857,0.270601052325219,0.308638269547373,0.253703196067363,0.538434039568529,0.461632621474564,0.440279455855489,0.0882880405988544,0.571810441557318,0.310739139793441,0.156929611461237,0.117489665048197,0.716979426564649,0.488115012878552,0.42538514197804,0.210279185092077,0.777087627677247,0.287349262274802,0.861098637804389,0.300356798805296,0.954754376551136,0.63534888648428,0.518053757492453,0.94808328896761,0.437615948030725,0.571007488528267,0.211280409479514,0.628034816123545,0.200012502260506,0.270482540130615,0.206595212453976,0.423097055638209,0.517001411877573
2.6147,-1.1652,?,286.555,8.6884e-06,9.562e-05,1.9662,41.4,?,239.68,8.38,234,1.024,0.0893744,'yes','yes','151207',0.462330949725583,0.550702255452052,0.0608766402583569,0.0637245438992977,0.429495088057593,0.281271689338610,0.835357536096126,0.314600510522723,0.293267498956993,0.855749634793028,0.220951257972047,0.773124895291403,0.784349237801507,0.901231319177896,0.63428333774209,0.260043287882581,0.555289538577199,0.151979379588738,0.349213081179187,0.201958592748269,0.79257135395892,0.567927200580016,0.362621796317399,0.111545484280214,0.771337331272662,0.707431216025725,0.549116639886051,0.355144117726013,0.874157896498218,0.0971016630064696,0.0130467896815389,0.357623471878469,0.081473998259753,0.833264230983332,0.404333364451304,0.0596816306933761,0.180511269951239,0.108907615300268,0.0607435004785657,0.231518436688930,0.669080449268222,0.794026401592419,0.215934177860618,0.641658181557432,0.0745696248486638,0.498393674148247,0.0340047725476325,0.546810990199447,0.506580587709323,0.90565096354112,0.888224135618657,0.954796710051596,0.478007813449949,0.582042922731489,0.543453416787088,0.896580518921837,0.257157168118283,0.0166070871055126,0.00275030126795173,0.746386766666546,0.00133693846873939,0.0937632366549224,0.214144563768059,0.94210804416798
5.6,-0.82,?,70.8974,1.3183e-06,?,1.959,43.1,-0.022,23.03,12.06,220,0.256,0.124197,'yes','no','231362',0.677366758231074,0.182578784413636,0.655408353311941,0.334943453781307,0.832083560759202,0.289139991160482,0.941918669268489,0.647663914831355,0.370434279320762,0.214859149651602,0.879637875361368,0.850142745766789,0.924003437859938,0.482042860006914,0.940976867685094,0.324326136382297,0.828561442438513,0.693864052416757,0.838551669381559,0.443143188720569,0.573927376186475,0.351379078812897,0.876404086127877,0.570015034172684,0.98971043038182,0.900258225854486,0.162920755799860,0.77010151813738,0.707932428456843,0.284376794006675,0.411521122092381,0.366898548789322,0.0860286939423531,0.5847359939944,0.292946417815983,0.238343580625951,0.273476462578401,0.48113832436502,0.482430845499039,0.301440060138702,0.996444269549102,0.454008967150003,0.40607048664242,0.116952383425087,0.135706606786698,0.287637602072209,0.891798266209662,0.831704010022804,0.946082164533436,0.317862403113395,0.186054804828018,0.541663465555757,0.405277049867436,0.585836625425145,0.55997863644734,0.8591475894209,0.452551018912345,0.568825197871774,0.243600459536538,0.667324546026066,0.232760677579790,0.878224787069485,0.783331859158352,0.93524153670296
3.2,?,-2.482,23.707,2.4765e-07,?,2.2036,17,?,7.05,11.6,371,1.024,0.0298625,'yes','no','231231',0.876767083769664,0.557432844536379,0.778916507260874,0.606629892485216,0.502410172484815,0.230426221387461,0.415014753350988,0.363382995128632,0.0275897225365043,0.637517346302047,0.586183390347287,0.840934442123398,0.46145408693701,0.78557260800153,0.721026965649799,0.475361103657633,0.581778070423752,0.765718906652182,0.268887126818299,0.664403334027156,0.858564618043602,0.256046020891517,0.126680518267676,0.772954711923376,0.913891668897122,0.797183762770146,0.296355963451788,0.182659943122417,0.200819903519005,0.768931673839688,0.512698979349807,0.419740592129529,0.967831975314766,0.629250369267538,0.458760963985696,0.465295239118859,0.200318976072595,0.338792752241716,0.455045962939039,0.641915402142331,0.320644296472892,0.80721984966658,0.824707680847496,0.110898526385427,0.499753497773781,0.502641801023856,0.0897402055561543,0.222511598840356,0.144192577106878,0.961506724823266,0.577205062378198,0.561120347585529,0.705358404666185,0.0500841517932713,0.206935259513557,0.363242633175105,0.606395871844143,0.387605180265382,0.762696905294433,0.78799087041989,0.779462097911164,0.00760731589980423,0.79992214939557,0.266891584731638
2.346,?,-2,?,1.5581e-06,6.881e-05,2.0518,14.1,?,4.9,11.47,264,2.048,0.0845535,'yes','yes','163136',0.22508750972338,0.681295129703358,0.366464820224792,0.293079680297524,0.939383264165372,0.828723794780672,0.054037862457335,0.544832132058218,0.728720267768949,0.327559341676533,0.685562835540622,0.926250633550808,0.471967324148864,0.85781835578382,0.960956507828087,0.286356393247843,0.0207375369500369,0.230943182483315,0.935134939150885,0.0713856078218669,0.50948864617385,0.64820330357179,0.939501350512728,0.579995957203209,0.201105805113912,0.660657432395965,0.56760111101903,0.824250758625567,0.618088193936273,0.178775576874614,0.58569175307639,0.449827494332567,0.644516413100064,0.877887056907639,0.761071796528995,0.636628272244707,0.960881140548736,0.228014254709706,0.94454849534668,0.787113608559594,0.184468796709552,0.477260278072208,0.216927628731355,0.0963941023219377,0.191775543382391,0.315612790174782,0.936488292878494,0.902837176807225,0.519962846534327,0.301264034584165,0.760373153723776,0.181578450603411,0.525773811619729,0.747448809910566,0.468740497017279,0.486164126545191,0.137063142610714,0.745411728741601,0.99576363619417,0.977232616161928,0.644587491406128,0.637690281262621,0.337826420320198,0.0496769417077303
0.08,-0.2721,?,?,1.6713e-07,?,1.981,7.3,?,8.32,9.84,527,4.096,0.133826,'yes','no','163170',0.968682032311335,0.722232511732727,0.393766390392557,0.0117546948604286,0.896217851201072,0.790563117247075,0.261497155297548,0.0931714412290603,0.125504990341142,0.0649324811529368,0.550616419874132,0.7722323006019,0.191585103049874,0.6623579938896,0.410190849564970,0.925526566104963,0.303046587621793,0.658576520625502,0.239927386399359,0.509353751316667,0.194216263247654,0.93608366092667,0.513812139397487,0.474338351748884,0.656414998229593,0.0785546938423067,0.0843351813964546,0.86247835191898,0.988289408385754,0.91094567347318,0.939502514665946,0.0600828886963427,0.441424843622372,0.461610213853419,0.976920447777957,0.492917644092813,0.406439746031538,0.694350305013359,0.115313882473856,0.118765619583428,0.693148183869198,0.87881341134198,0.106160274241120,0.0864344057627022,0.358907948015258,0.980307689867914,0.823830727022141,0.0168241923674941,0.220508963102475,0.251073068939149,0.329403056530282,0.844423804897815,0.0813482836820185,0.0479955363553017,0.385983900167048,0.159988301806152,0.382171309320256,0.00391146447509527,0.457632878096774,0.925048750592396,0.519671583082527,0.247397914761677,0.866044041235,0.0391357545740902
4.349,-1.219,?,77.2381,1.9154e-06,?,2.1199,11.6,?,45.6,7.51,1323,64,0.134745,'no','no','301981',0.943445652956143,0.566226071678102,0.109059332171455,0.568949806503952,0.496290124719962,0.760765811195597,0.98902106913738,0.0179614957887679,0.411706001730636,0.478985835565254,0.714821041561663,0.0382185541093349,0.650185015518218,0.807967320783064,0.398227691184729,0.361566772451624,0.823871164349839,0.98179669980891,0.200913048349321,0.564934404101223,0.26205658307299,0.00380243360996246,0.181763787986711,0.764362723566592,0.917699904413894,0.466452751774341,0.0777851028833538,0.000106367049738765,0.251152489334345,0.55338329472579,0.73297490272671,0.57298401161097,0.359302303520963,0.492239856859669,0.169606774812564,0.559717766009271,0.720372308511287,0.116890231147408,0.212875776924193,0.631355937104672,0.74556759186089,0.433413145830855,0.211272285552695,0.474246721016243,0.98389294790104,0.592776776989922,0.241168226813897,0.149865846615285,0.767171299317852,0.181048292433843,0.84066024236381,0.417815341381356,0.110341532621533,0.562790318625048,0.062856073724106,0.683790169190615,0.417022504145280,0.932304784888402,0.0965399194974452,0.999157888814807,0.0311187764164060,0.0991291920654476,0.504906570538878,0.200957599096000
1.55,-1.016,?,?,6.9914e-06,4.785e-05,2.202,62.6,?,50.96,15.07,525,1.024,0.123815,'yes','yes','163438',0.186216161586344,0.82074600434862,0.287187437759712,0.877511143917218,0.694651741301641,0.278531075688079,0.715261594159529,0.953965408727527,0.497714477824047,0.878445155918598,0.00928317033685744,0.604634995106608,0.127083136234432,0.323406421113759,0.60975903342478,0.484551978530362,0.187684302218258,0.708823888329789,0.941450853366405,0.46035764249973,0.0270918279420584,0.36437344388105,0.184742843965068,0.394668510183692,0.407506532035768,0.266636705724522,0.942956803366542,0.126887528225780,0.108287313953042,0.506515261251479,0.758235606364906,0.641038753092289,0.792758923722431,0.189609226305038,0.809754274087027,0.224934189580381,0.688829639460891,0.796002640388906,0.95930364402011,0.300318930763751,0.732168509624898,0.623912207316607,0.686018689302728,0.0312237492762506,0.259468829957768,0.215300327399746,0.646384931402281,0.962958651361987,0.507154753198847,0.416194699006155,0.891748190158978,0.0361626986414194,0.804584502009675,0.332078627077863,0.433863285696134,0.304461707361042,0.481329691363499,0.68303781375289,0.124182922765613,0.0841336257290095,0.183408447774127,0.939806609181687,0.11591333639808,0.758949569193646
0.97,-0.275,?,?,5.4231e-07,?,2.3829,12.5,?,161.25,10.8,2494,64,0.199427,'no','yes','276205',0.40163680142723,0.934470379725099,0.180602881824598,0.375929476926103,0.529696713201702,0.184199487557635,0.313691338291392,0.0435281493701041,0.200371365761384,0.338681341614574,0.00252486276440322,0.83545232983306,0.720529311569408,0.085146939381957,0.907745218835771,0.744035840965807,0.0728725569788367,0.550098684849218,0.265453804517165,0.472005707677454,0.533539029303938,0.480292343068868,0.660323259886354,0.79098390461877,0.848957163048908,0.889917974825948,0.909102633595467,0.706401495728642,0.52145991101861,0.665471465559676,0.224812139291316,0.554694443475455,0.180472811916843,0.746780168265104,0.81076222192496,0.969822969520465,0.608331729425117,0.413186740363017,0.143019433598965,0.920774806523696,0.590542745310813,0.120918825035915,0.0961834315676242,0.952184827299789,0.608864770503715,0.9275245340541,0.943413202883676,0.938225508201867,0.687694610795006,0.527222009841353,0.0733703761361539,0.0791683762799948,0.309782683150843,0.869928484782577,0.0426145333331078,0.943630503024906,0.840293051442131,0.290577549487352,0.737298839725554,0.862091303104535,0.296325041912496,0.191561402287334,0.594462481094524,0.786641556071118
1.605,-1.3081,?,240.469,1.6687e-05,5.896e-05,1.9889,79.7,?,148.32,?,?,?,0.0806349,?,'no','292934',0.622739032376558,0.305160278687254,0.586333304643631,0.135069634998217,0.871454918058589,0.51661547482945,0.771940778940916,0.870119160274044,0.562793496763334,0.209861884126440,0.624628631863743,0.0455879643559456,0.802796565694734,0.80234725982882,0.403833447257057,0.316070928238332,0.945139412768185,0.984962555579841,0.508311129407957,0.540679216617718,0.505467706359923,0.44115959177725,0.0298252762295306,0.149241416947916,0.838779021287337,0.503786731045693,0.0749470472801477,0.920324208214879,0.0592699889093637,0.595047257142141,0.637124337954447,0.499433551682159,0.353518193587661,0.487035784404725,0.391517161857337,0.67575612408109,0.558352407533675,0.537141099805012,0.792475352995098,0.649372876621783,0.305062555009499,0.647335097659379,0.945342879742384,0.17850742675364,0.8165912583936,0.236422283574939,0.0987677369266748,0.443328122841194,0.820742405718192,0.412324273958802,0.361546778352931,0.947655808879063,0.199390945956111,0.938506188802421,0.458000351209193,0.288774925284088,0.630999612156302,0.971829217625782,0.963675026316196,0.350013918941841,0.79772609518841,0.634537489153445,0.747491093585268,0.925357364816591
0.49,?,-2.1326,42.5112,1.2386e-05,4.086e-05,1.8144,50.7,?,9.57,17.95,660,1.024,0.00487404,'yes','yes','377179',0.262177092954516,0.228232701541856,0.814638562267646,0.111063636373729,0.210476583335549,0.388344607781619,0.909053679322824,0.293519075494260,0.548036910127848,0.92179349786602,0.788798490306363,0.845541809452698,0.097352321492508,0.46803701040335,0.773925590794533,0.421291442820802,0.878357960376889,0.571190779330209,0.0761161807458848,0.150416295742616,0.599026449490339,0.811355500947684,0.887523433892056,0.741823566379026,0.215569382766262,0.113752018427476,0.111461953260005,0.0786992588546127,0.476935939164832,0.606568318558857,0.732441869564354,0.939402158372104,0.503197082318366,0.44056322844699,0.535954310558736,0.0504366655368358,0.328518359689042,0.145440866705030,0.00106405350379646,0.844749511219561,0.291449139127508,0.92962477938272,0.300847248407081,0.0519036063924432,0.103698042221367,0.519008510746062,0.189909177599475,0.452991250436753,0.0763372881338,0.278330901870504,0.263280801475048,0.790447688661516,0.103281197370961,0.37577248015441,0.603302403585985,0.259425360709429,0.815904466900975,0.532505581155419,0.0433681323193014,0.809593667509034,0.297725629759952,0.424901916645467,0.612874334910884,0.854403608711436
1.24,-0.464,?,78.2516,7.7496e-06,?,1.6634,63.3,?,126.36,6.74,156,1.024,0.107049,'yes','no','370791',0.157150275073946,0.440186296356842,0.0915022979024798,0.597412436502054,0.88229447696358,0.821897602872923,0.526499706087634,0.668003959581256,0.455510331550613,0.915635533863679,0.5558505973313,0.170019230339676,0.0328878662548959,0.0774018003139645,0.840510464971885,0.95174311264418,0.121896558674052,0.969154654070735,0.586904748575762,0.502615616424009,0.0723440479487181,0.237092863302678,0.958780550630763,0.253319238545373,0.75090920412913,0.703438691794872,0.440393648808822,0.534342572325841,0.723960764240474,0.64271772513166,0.62083395710215,0.823652893537655,0.0244268674869090,0.705313130281866,0.59423900465481,0.544348835479468,0.306460054824129,0.97650488675572,0.0400221648160368,0.839044572552666,0.982724969275296,0.985707976855338,0.089349027024582,0.146696253214031,0.0153989933896810,0.578916064696386,0.121325711021200,0.227865754393861,0.657232400262728,0.271124881925061,0.149611840723082,0.0691797733306885,0.722718929871917,0.00296473596245050,0.229629717068747,0.250254179816693,0.0390504789538682,0.451721315272152,0.942489623557776,0.290641955332831,0.937558208359405,0.068490786710754,0.706747306277975,0.708605193765834
1.29,-1.2931,?,85.2292,?,?,2.2108,16.2,-0.124,28.71,?,?,?,0.130951,?,'no','103780',0.434826818527654,0.396428348030895,0.813053784193471,0.200936701847240,0.115975724998862,0.000640130136162043,0.0811293644364923,0.716993764741346,0.08290403499268,0.984939309302717,0.0790781055111438,0.508066099602729,0.796904619084671,0.84192583616823,0.6425939144101,0.157701628748327,0.603112930199131,0.562218492617831,0.234148818533868,0.284408721840009,0.753506475128233,0.36725565418601,0.187987725017592,0.722211452201009,0.568491961807013,0.420506590977311,0.518828479573131,0.447544529801235,0.870680675376207,0.778407589998096,0.985807217657566,0.973605572478846,0.89613894908689,0.493284499505535,0.747295987792313,0.516590968007222,0.885799607494846,0.185713232727721,0.734405227703974,0.159357364056632,0.982619772199541,0.468888378934935,0.747977535938844,0.207141559803858,0.560855412855744,0.585990794934332,0.108068540459499,0.0597184034995735,0.253653760999441,0.770320356125012,0.287668672157452,0.530698578571901,0.400885584997013,0.369558353675529,0.99661401915364,0.835935790324584,0.461302818497643,0.373194188810885,0.845938563579693,0.559254537569359,0.0287562259472907,0.318623598897830,0.356165994890034,0.638136740075424
3.082,-1.0137,?,?,3.6843e-06,0.0001379,1.623,50.7,?,102.55,14.77,490,1.024,0.17201,'yes','yes','213823',0.8172525849659,0.130684896372259,0.796319293323904,0.854599796468392,0.035727177048102,0.71527793770656,0.537092475919053,0.496464472264051,0.309330320684239,0.233555249636993,0.112267147516832,0.410508155124262,0.0237589534372091,0.151008606655523,0.769906461471692,0.819505921564996,0.47029184200801,0.9472268614918,0.0837050161790103,0.184073412558064,0.107590991072357,0.942148183472455,0.225770985241979,0.663974681403488,0.971609407104552,0.385411870898679,0.372551374603063,0.769593741744757,0.596670305822045,0.820627997862175,0.110368994297460,0.818140686256811,0.775954807177186,0.791422575712204,0.128933533793315,0.993383288849145,0.4411222175695,0.041311739012599,0.764085888396949,0.835301781771705,0.424456719076261,0.709556659916416,0.842681422131136,0.130222140811384,0.161226480267942,0.882685478543863,0.142322312342003,0.179842408047989,0.91709923860617,0.383576762629673,0.196762068895623,0.742381618358195,0.197762280469760,0.869522676803172,0.379740653792396,0.0866964880842716,0.440490721724927,0.428590979194269,0.8283018656075,0.586548201274127,0.385469030356035,0.729109960608184,0.877286040224135,0.842330874409527
